,secretory,epithelial,proliferating smooth muscle,lymphatic endothelial,arterial,mesenchymal,ciliated epithelial,neuronal,pericyte,ASM,fibroblast,megakaryocyte,proximal progenitor,endothelial,neuroendocrine,chondroblast,airway smooth muscle,Dendritic,macrophage,myeloid,mesothelial,monocyte,capillary,ILC3,B-cell,erythrocyte,myeloid progenitor,dendritic,mast/basophil,venous,neutrophil,ILC2,lymphoid progenitor,natural killer
0,7.531102912084632e-05,0.003967091941332142,0.00022546728705496753,-1.100325323508208e-05,7.374342615912137e-06,1.4179974441452239e-05,5.64830507138085e-05,-1.7150819649623274e-06,2.4370052068482893e-06,0.00013857945630378426,-0.00010635438279739822,4.990710846181161e-07,0.00017991428725129844,1.934178230931111e-06,2.080758041642269e-05,-5.15077657856419e-07,1.7021619424040392e-05,-1.9517243396379003e-06,-6.415339842017397e-07,2.888121874256337e-07,-5.724965109589229e-06,-1.697114348921381e-06,-1.4601288216689477e-06,-5.720751087749384e-07,-1.1779624243029685e-07,3.260502377334857e-08,2.8822741733397205e-07,1.5286147085066748e-06,-3.903037860763086e-07,-6.28940372445754e-07,2.0188549157280068e-07,-2.456562150007457e-07,-4.523615864688906e-07,0.0
1,-7.125962625291878e-05,8.521965253177187e-06,0.00022282008780399797,-8.010102513873571e-07,0.0003636696577463832,0.0036881992666460296,-3.643999689523355e-05,-1.6156648662931448e-06,0.0002028486999217857,4.8231867696598396e-05,0.0005024128494752807,1.470947485885284e-06,-7.581607526756545e-05,0.00016318844786548784,-4.2800341004145436e-05,1.42678216139266e-05,9.442291570138655e-05,1.0569488146088776e-06,1.668516385594761e-05,8.198689982871246e-07,8.62694007948402e-06,5.417927147548364e-06,1.6328272082368883e-05,-6.304020686976881e-08,7.906493604114789e-08,-6.719370860132405e-09,6.873857634192229e-07,-8.31922957135265e-07,6.459510569937005e-08,3.169671938458486e-06,2.847639421088877e-06,-2.0765291565570284e-07,2.8377798754548977e-07,0.0
2,0.00020784510213379696,3.379963214205869e-05,0.0024173039389895033,-6.120382655372681e-06,0.0001776864350068015,0.00045531745486566684,3.0451053979335193e-05,1.3015229584529996e-06,5.4959138054575435e-05,0.00038292756478380406,-0.00010741020545504831,5.784091578973564e-06,0.0001947970757669489,3.2923085267400057e-06,0.0001236255426961122,4.094427198769081e-06,8.777827342152679e-05,-7.848480024414485e-08,1.0304961898804098e-05,5.947366298214556e-07,3.5101410705387136e-06,4.0961986058948655e-06,1.996370428325143e-06,5.668404632072875e-07,8.540263362948861e-08,9.305358434522647e-08,-1.5791856940889412e-07,5.622087324749669e-07,4.809473891853948e-07,8.745378461402148e-07,-4.321435982077745e-07,7.323549687908097e-08,8.329399457217047e-08,0.0
3,-6.4424106065474e-05,1.6573466553974035e-05,0.00010463800809011183,1.319157195293616e-05,0.0011355324110470274,-6.816517041224944e-05,-2.8751267836341606e-05,2.741505247964192e-06,0.0032719016563754486,7.422216042311568e-06,0.0002668804216105688,1.3083822143401206e-05,-4.485901996517547e-05,0.00011664478293862182,-1.745388543581355e-05,1.0915245440885072e-05,1.71682197840329e-05,2.3755217696156736e-06,2.920135158433301e-05,7.728234256245527e-08,7.154347821778521e-06,-9.814733936701375e-07,1.4484289529257627e-05,3.958701295577529e-06,1.1237591772115636e-06,-4.5429593244975967e-07,1.683010032770976e-06,7.240476919046179e-06,9.537339969216008e-07,9.22854232271305e-06,-6.11999738258829e-07,2.347554534307863e-07,-1.2400062834809432e-06,0.0
4,3.3717115863151344e-05,-2.2916376199024293e-06,-9.147063000321308e-06,1.2968643009237495e-05,2.0107604846398907e-05,-2.4991495707309e-06,2.2546130752656746e-05,1.9643327491142394e-06,-5.756963164992035e-06,1.0439860441313109e-05,6.334612061900972e-05,4.501424158543816e-06,2.5338501928903612e-05,1.6745935429428873e-05,2.0975677980803526e-05,3.997443457620242e-06,1.826430296433174e-05,1.9813232256613327e-06,5.561598864066728e-06,3.870525266763738e-07,7.762162405447297e-06,2.755246072689997e-06,2.3953943079841623e-06,8.04438037435075e-07,6.362080961379047e-07,3.4226007809314706e-07,3.968340443004687e-07,9.645705258621522e-07,3.214276273070549e-07,2.6972902776230615e-06,1.3670158899388743e-07,4.562106644391292e-07,7.458214794072074e-07,0.0
