x,y,label,cell_type,cell_size_pixel
31.785000000000004,12.285,2,Keratin-positive tumor,104
39.39,18.720000000000002,3,Keratin-positive tumor,1032
49.725,12.48,4,Keratin-positive tumor,76
77.61000000000001,12.48,5,Keratin-positive tumor,84
99.255,16.38,6,Keratin-positive tumor,788
128.7,12.48,7,Keratin-positive tumor,170
139.23000000000002,14.235,8,Keratin-positive tumor,336
165.16500000000002,15.21,9,Keratin-positive tumor,702
175.695,12.48,10,Keratin-positive tumor,85
236.34,15.015,11,Keratin-positive tumor,577
242.775,12.285,12,Keratin-positive tumor,70
250.38,12.675,13,Keratin-positive tumor,131
264.615,16.965,14,Keratin-positive tumor,729
277.485,13.844999999999999,15,Keratin-positive tumor,363
297.57,12.48,16,Keratin-positive tumor,86
314.34000000000003,14.235,17,Keratin-positive tumor,318
322.725,13.65,18,Keratin-positive tumor,168
333.645,14.235,19,Macrophages,566
359.19,17.55,20,Keratin-positive tumor,1061
373.035,12.675,21,Keratin-positive tumor,165
384.53999999999996,15.795000000000002,22,Keratin-positive tumor,713
438.55500000000006,13.844999999999999,23,Keratin-positive tumor,287
455.91,13.065000000000001,24,Keratin-positive tumor,171
492.18000000000006,16.575,25,Keratin-positive tumor,762
501.345,12.285,26,Keratin-positive tumor,71
514.41,15.795000000000002,27,Keratin-positive tumor,976
531.7650000000001,14.82,28,Keratin-positive tumor,551
549.51,14.82,29,Keratin-positive tumor,419
585.975,14.235,30,Keratin-positive tumor,347
626.34,12.48,31,Keratin-positive tumor,49
632.385,12.870000000000001,32,Keratin-positive tumor,142
642.5250000000001,14.43,33,Keratin-positive tumor,402
675.2850000000001,12.675,34,Other immune,134
687.57,12.675,35,Keratin-positive tumor,86
723.45,14.43,38,Keratin-positive tumor,366
742.56,13.065000000000001,39,Keratin-positive tumor,175
761.085,13.65,41,Keratin-positive tumor,295
770.4449999999999,12.09,42,Keratin-positive tumor,80
403.65,15.015,43,Macrophages,651
423.735,15.990000000000002,44,Keratin-positive tumor,556
618.9300000000001,20.085,45,Keratin-positive tumor,1376
69.42,17.355,46,Keratin-positive tumor,980
214.5,15.990000000000002,47,CD8-T,688
665.925,17.355,48,Keratin-positive tumor,812
289.57500000000005,16.38,50,Keratin-positive tumor,474
560.82,17.94,51,Keratin-positive tumor,848
577.7850000000001,18.915,52,Keratin-positive tumor,1245
602.1600000000001,16.38,53,Keratin-positive tumor,891
58.695,17.745,55,Keratin-positive tumor,568
146.25,15.015,56,Keratin-positive tumor,242
154.82999999999998,18.330000000000002,57,Keratin-positive tumor,696
189.735,18.915,58,Keratin-positive tumor,1214
680.94,18.720000000000002,60,Keratin-positive tumor,1093
84.825,19.305,63,Keratin-positive tumor,1091
462.345,16.77,65,Keratin-positive tumor,431
694.2,15.405000000000001,66,Keratin-positive tumor,233
25.935000000000002,20.085,67,Keratin-positive tumor,966
177.255,17.939999999999998,68,Keratin-positive tumor,528
731.0550000000001,16.77,69,Keratin-positive tumor,507
739.635,15.990000000000002,70,Keratin-positive tumor,303
626.145,17.16,71,Keratin-positive tumor,253
767.9100000000001,16.575,72,Keratin-positive tumor,190
131.43,19.89,73,Keratin-positive tumor,854
502.51500000000004,17.16,74,Keratin-positive tumor,254
297.765,17.745,77,Keratin-positive tumor,311
53.43000000000001,18.330000000000002,78,Keratin-positive tumor,340
312.0,19.11,81,Keratin-positive tumor,329
374.985,20.865000000000002,82,Keratin-positive tumor,462
650.13,19.89,83,Keratin-positive tumor,683
772.98,19.305,84,Keratin-positive tumor,381
283.53,19.11,85,Keratin-positive tumor,328
471.51,17.355,86,Keratin-positive tumor,279
762.45,19.695,87,Keratin-positive tumor,356
47.385000000000005,18.525,88,Keratin-positive tumor,317
448.305,19.305,89,Keratin-positive tumor,381
304.59000000000003,22.035,90,Keratin-positive tumor,597
320.97,21.645,91,Keratin-positive tumor,791
755.235,20.475,93,Keratin-positive tumor,335
240.63,23.595,95,Keratin-positive tumor,776
370.11,21.645000000000003,96,Keratin-positive tumor,464
393.12,23.595000000000002,97,Keratin-positive tumor,1092
18.915,21.645,99,Keratin-positive tumor,359
227.565,23.009999999999998,100,Keratin-positive tumor,962
333.06,21.84,101,Macrophages,524
779.8050000000001,20.475,102,Keratin-positive tumor,296
