x,y,label,cell_type,cell_size_pixel
54.6,15.015,2,CD8-T,291
88.14000000000001,14.04,3,Tumor,289
113.685,16.965,4,Tumor,1303
131.43,16.77,5,Keratin-positive tumor,975
194.22000000000003,15.015,6,Macrophages,399
207.675,16.38,7,Keratin-positive tumor,822
241.02,13.455000000000002,8,Keratin-positive tumor,368
256.62,15.795000000000002,9,Keratin-positive tumor,527
281.385,15.015,10,Keratin-positive tumor,485
310.44,14.625,11,CD8-T,278
362.31000000000006,15.21,12,Keratin-positive tumor,381
378.3,13.260000000000002,13,CD8-T,213
397.8,12.870000000000001,14,DC / Mono,194
407.94000000000005,14.625,15,Mesenchymal-like,250
413.4,12.870000000000001,16,Other immune,116
422.37,13.260000000000002,17,Other immune,226
431.145,11.895,18,Unidentified,56
440.115,13.455000000000002,19,Macrophages,283
494.91,17.16,20,Keratin-positive tumor,1124
546.585,13.844999999999999,21,Macrophages,395
576.615,14.82,22,Other immune,422
583.635,13.455000000000002,23,Mono / Neu,131
608.595,12.285,24,Mono / Neu,73
628.6800000000001,14.04,25,Macrophages,365
638.235,13.65,26,Mono / Neu,204
658.125,13.260000000000002,27,Keratin-positive tumor,210
682.8900000000001,14.04,28,Keratin-positive tumor,260
702.0,12.285,29,Keratin-positive tumor,95
715.6500000000001,12.48,30,Keratin-positive tumor,127
745.6800000000001,13.065000000000001,31,Keratin-positive tumor,196
46.02,15.015,32,Keratin-positive tumor,396
617.9549999999999,16.575,33,Macrophages,725
648.375,14.43,34,CD8-T,339
602.55,14.43,37,Mono / Neu,347
320.385,18.135,38,Keratin-positive tumor,877
516.75,16.77,39,Keratin-positive tumor,866
294.645,15.990000000000002,40,CD8-T,436
707.655,15.6,41,Keratin-positive tumor,363
223.275,17.355,42,Keratin-positive tumor,650
386.29499999999996,17.939999999999998,43,Macrophages,578
179.205,20.28,44,Mono / Neu,1619
431.145,18.915,46,Other immune,495
248.82,17.94,48,Keratin-positive tumor,473
306.345,20.865000000000002,49,Keratin-positive tumor,1422
423.54,17.745,50,Other immune,237
750.75,19.695,51,Keratin-positive tumor,988
59.865,17.16,54,CD8-T,340
279.63,21.255000000000003,55,CD8-T,760
352.755,21.255000000000003,56,Keratin-positive tumor,943
556.53,18.525,57,DC / Mono,497
439.53000000000003,21.255,59,Other immune,580
529.62,21.450000000000003,60,Macrophages,798
652.665,21.84,61,Keratin-positive tumor,708
218.01,20.67,62,NK,290
420.615,23.79,63,Other immune,649
590.07,25.545,64,CD8-T,1168
267.735,19.695,65,Keratin-positive tumor,498
379.86,24.18,66,DC / Mono,1048
630.825,22.035,67,Keratin-positive tumor,558
203.97000000000003,22.62,68,Macrophages,707
545.22,23.79,69,Macrophages,710
577.98,23.595,70,Macrophages,393
139.035,23.985,71,Keratin-positive tumor,523
606.45,21.060000000000002,72,Macrophages,218
392.73,21.840000000000003,73,DC / Mono,248
44.265,23.595,74,Keratin-positive tumor,594
662.61,23.205,76,Keratin-positive tumor,437
760.89,21.84,77,Keratin-positive tumor,210
718.1850000000001,25.740000000000002,79,Keratin-positive tumor,364
600.7950000000001,21.255000000000003,81,Mono / Neu,421
709.995,24.18,82,Keratin-positive tumor,478
365.82,26.325,83,Macrophages,636
244.72500000000002,27.3,84,Keratin-positive tumor,1075
743.145,23.985,86,Keratin-positive tumor,323
228.15,25.740000000000002,87,CD8-T,668
513.24,26.91,88,Other immune,726
627.315,28.08,89,Keratin-positive tumor,455
723.45,25.35,90,Keratin-positive tumor,315
214.89,25.740000000000002,91,NK,254
335.985,26.52,92,CD8-T,589
597.0899999999999,26.325000000000003,93,CD8-T,85
559.065,27.3,95,Other immune,1016
617.955,25.935000000000002,96,Keratin-positive tumor,446
640.77,28.08,97,Keratin-positive tumor,981
156.585,32.175000000000004,98,Keratin-positive tumor,1377
582.4649999999999,26.910000000000004,99,CD8-T,205
117.19500000000001,28.08,100,CD8-T,823
132.795,29.835,101,Keratin-positive tumor,988
388.635,28.470000000000002,102,DC / Mono,178
676.26,27.69,104,CD8-T,391
522.6,27.3,106,Other immune,354
321.165,29.64,107,Keratin-positive tumor,461
259.545,29.64,108,CD8-T,540
348.855,31.005,109,Keratin-positive tumor,817
411.84000000000003,27.884999999999998,110,CD3-T,199
418.27500000000003,29.445,111,Other immune,487
436.41,30.225,112,Other immune,490
200.26500000000001,29.835,114,Macrophages,259
396.045,30.42,115,Other immune,583
144.10500000000002,29.25,117,Keratin-positive tumor,610
207.675,32.175000000000004,118,CD3-T,521
283.53000000000003,33.540000000000006,119,Macrophages,751
185.64,32.76,121,Mono / Neu,629
484.57500000000005,33.345,122,Keratin-positive tumor,866
684.06,28.47,123,Keratin-positive tumor,471
219.375,33.345,124,Keratin-positive tumor,923
359.58000000000004,32.37,125,CD8-T,458
572.52,32.175,126,Other immune,766
618.735,35.295,127,Keratin-positive tumor,1242
700.8299999999999,34.125,128,Keratin-positive tumor,1099
76.83,35.295,131,Keratin-positive tumor,1665
275.53499999999997,29.835,132,CD4-T,201
603.915,33.345,134,CD8-T,684
711.5550000000001,33.150000000000006,135,Other immune,273
50.31,32.760000000000005,136,CD3-T,454
494.71500000000003,30.03,137,CD3-T,503
744.51,33.93,138,Keratin-positive tumor,1125
179.595,33.345,139,Keratin-positive tumor,347
409.30500000000006,33.345,140,DC / Mono,565
268.71000000000004,31.005,141,Keratin-positive tumor,671
770.25,35.295,142,Keratin-positive tumor,1243
64.74000000000001,33.93,143,DC / Mono,409
293.28000000000003,34.905,144,CD8-T,612
314.73,35.879999999999995,146,Keratin-positive tumor,829
552.63,32.955,147,Other immune,230
303.81000000000006,37.245000000000005,148,Macrophages,851
530.4000000000001,33.15,149,Other immune,498
325.845,34.125,151,Mono / Neu,199
448.11,34.71,152,CD8-T,299
460.78499999999997,38.22,154,Keratin-positive tumor,721
