x,y,label,cell_type,cell_size_pixel
13.844999999999999,14.43,2,CD8-T,187
18.915,12.48,3,CD8-T,109
62.4,14.82,4,Macrophages,297
80.92500000000001,17.16,5,Keratin-positive tumor,845
82.095,12.285,6,Keratin-positive tumor,68
90.09,14.82,7,Keratin-positive tumor,366
117.39000000000001,13.455000000000002,8,CD4-T,245
134.55,14.43,9,DC / Mono,403
148.005,14.43,10,Keratin-positive tumor,392
159.70499999999998,16.575,11,Keratin-positive tumor,653
175.305,15.015,12,Mono / Neu,530
193.63500000000002,15.21,13,Keratin-positive tumor,349
216.255,16.77,14,Keratin-positive tumor,1265
233.61,15.21,15,Keratin-positive tumor,469
267.735,12.285,16,Keratin-positive tumor,137
291.33000000000004,12.285,17,Keratin-positive tumor,103
307.71000000000004,12.48,18,Macrophages,134
324.87,14.43,19,Tregs,410
344.56500000000005,12.870000000000001,20,Macrophages,146
374.4,13.65,21,Macrophages,286
391.755,15.990000000000002,22,Keratin-positive tumor,393
409.11,14.625,23,Macrophages,359
420.42,12.09,24,Keratin-positive tumor,107
428.80500000000006,12.48,25,Keratin-positive tumor,80
434.46000000000004,12.870000000000001,26,Keratin-positive tumor,83
441.28499999999997,12.48,27,Keratin-positive tumor,131
453.375,16.185000000000002,28,Keratin-positive tumor,798
474.24,14.43,29,Macrophages,296
484.77,13.65,30,Keratin-positive tumor,274
502.71000000000004,12.285,31,Macrophages,63
514.215,13.455000000000002,32,Macrophages,315
527.6700000000001,15.015,33,Keratin-positive tumor,568
545.22,17.355,34,Keratin-positive tumor,1012
563.55,15.015,35,Keratin-positive tumor,423
577.395,13.65,36,DC / Mono,157
589.29,15.795000000000002,37,Keratin-positive tumor,461
603.72,14.43,38,Macrophages,173
610.935,15.405000000000001,39,Keratin-positive tumor,366
615.03,12.675,40,Keratin-positive tumor,58
628.095,12.870000000000001,41,Macrophages,110
635.505,14.04,42,Macrophages,243
642.135,12.48,43,DC / Mono,45
