x,y,label,cell_type,cell_size_pixel
21.84,13.065000000000001,2,Keratin-positive tumor,164
83.655,13.065000000000001,3,Keratin-positive tumor,218
111.345,14.43,4,Keratin-positive tumor,384
122.655,12.870000000000001,5,Keratin-positive tumor,159
133.38,14.43,6,Keratin-positive tumor,376
147.81,13.844999999999999,7,Keratin-positive tumor,394
166.72500000000002,14.625,8,Keratin-positive tumor,537
200.85000000000002,12.48,9,Keratin-positive tumor,109
216.06,13.260000000000002,10,Keratin-positive tumor,197
237.12,12.285,11,Keratin-positive tumor,127
250.965,12.870000000000001,12,Keratin-positive tumor,99
258.18,13.65,13,Keratin-positive tumor,227
273.78000000000003,15.015,14,Keratin-positive tumor,481
307.515,12.870000000000001,15,Keratin-positive tumor,111
346.71000000000004,12.870000000000001,16,Keratin-positive tumor,151
450.255,14.04,17,Macrophages,121
523.77,15.990000000000002,18,Keratin-positive tumor,684
564.72,13.260000000000002,19,Keratin-positive tumor,208
575.835,12.48,20,Keratin-positive tumor,91
612.3,13.260000000000002,21,Keratin-positive tumor,194
646.425,16.185000000000002,22,Keratin-positive tumor,726
662.8050000000001,12.675,23,Keratin-positive tumor,131
678.21,14.82,24,Keratin-positive tumor,592
712.53,13.455000000000002,25,Keratin-positive tumor,250
721.89,12.675,26,Keratin-positive tumor,88
431.73,15.795000000000002,27,Keratin-positive tumor,731
298.54499999999996,15.405000000000001,28,Keratin-positive tumor,660
29.055,15.405000000000001,29,Keratin-positive tumor,477
282.55500000000006,15.21,31,Keratin-positive tumor,348
240.63,17.745,32,Keratin-positive tumor,704
548.5350000000001,16.965,33,Keratin-positive tumor,604
561.6,18.330000000000002,34,Keratin-positive tumor,1107
229.71,15.21,35,Keratin-positive tumor,264
659.1,18.525000000000002,36,Keratin-positive tumor,825
728.9100000000001,15.21,37,Keratin-positive tumor,401
441.48,16.38,38,Keratin-positive tumor,493
616.395,17.55,39,Keratin-positive tumor,617
580.905,17.16,40,Keratin-positive tumor,595
16.965,18.330000000000002,41,Keratin-positive tumor,450
139.23000000000002,21.450000000000003,42,Keratin-positive tumor,810
259.15500000000003,19.305,43,Keratin-positive tumor,679
39.78,20.475,44,Keratin-positive tumor,625
102.18,18.915,45,Keratin-positive tumor,692
48.165000000000006,20.865000000000002,46,Keratin-positive tumor,460
33.345,19.695,47,Keratin-positive tumor,176
77.415,21.45,48,Keratin-positive tumor,526
387.46500000000003,20.475,49,Keratin-positive tumor,372
169.065,22.035000000000004,50,Keratin-positive tumor,385
13.065000000000001,20.865000000000002,52,Keratin-positive tumor,124
233.805,21.450000000000003,53,Keratin-positive tumor,321
28.275,23.205,54,Keratin-positive tumor,628
300.3,22.619999999999997,56,Keratin-positive tumor,600
644.865,21.645,57,Keratin-positive tumor,142
271.245,21.645000000000003,58,Keratin-positive tumor,356
629.655,25.545,59,Keratin-positive tumor,601
639.6,24.96,60,Keratin-positive tumor,633
677.625,26.52,61,Keratin-positive tumor,961
222.3,23.595,62,Keratin-positive tumor,841
341.05500000000006,23.009999999999998,63,Keratin-positive tumor,336
624.975,23.009999999999998,65,Keratin-positive tumor,306
55.575,23.595,66,Keratin-positive tumor,332
117.19500000000001,25.545,67,Keratin-positive tumor,901
534.885,24.375,68,Keratin-positive tumor,480
730.665,23.4,69,Keratin-positive tumor,673
81.9,26.325000000000003,70,Keratin-positive tumor,369
94.38,26.715,71,Keratin-positive tumor,844
429.19500000000005,24.765,72,Keratin-positive tumor,132
617.76,26.910000000000004,73,Keratin-positive tumor,415
665.34,28.86,74,Keratin-positive tumor,924
17.94,29.25,75,Keratin-positive tumor,812
241.21500000000003,24.96,76,Keratin-positive tumor,228
499.395,25.935000000000002,77,Keratin-positive tumor,142
745.875,25.935000000000002,78,Keratin-positive tumor,301
153.075,26.130000000000003,79,Keratin-positive tumor,687
276.70500000000004,27.3,80,Keratin-positive tumor,309
306.345,29.25,81,Keratin-positive tumor,744
460.78499999999997,27.69,82,Keratin-positive tumor,425
550.485,27.495,83,Keratin-positive tumor,391
652.665,29.445,84,Keratin-positive tumor,820
689.325,26.130000000000003,86,Keratin-positive tumor,284
70.395,28.665,87,Keratin-positive tumor,532
566.475,27.885,89,Keratin-positive tumor,174
422.175,29.64,90,Keratin-positive tumor,466
574.665,30.225,91,Keratin-positive tumor,582
317.85,27.885,92,Keratin-positive tumor,307
452.4,27.884999999999998,93,Keratin-positive tumor,350
46.605000000000004,28.86,94,Keratin-positive tumor,345
269.295,30.03,95,Keratin-positive tumor,355
296.595,30.615000000000002,96,Keratin-positive tumor,265
102.765,30.42,97,Keratin-positive tumor,562
171.40500000000003,29.055,98,Keratin-positive tumor,263
257.01,29.25,99,Keratin-positive tumor,537
344.95500000000004,28.86,100,Keratin-positive tumor,208
701.8050000000001,32.175,101,Keratin-positive tumor,879
75.465,30.03,103,Keratin-positive tumor,138
504.27,29.445,104,Keratin-positive tumor,125
544.245,30.810000000000002,106,Keratin-positive tumor,439
731.835,31.200000000000003,107,Keratin-positive tumor,401
429.0,29.835,108,Keratin-positive tumor,265
642.5250000000001,33.15,109,Keratin-positive tumor,596
38.61,32.175000000000004,110,Keratin-positive tumor,528
55.38,32.370000000000005,111,Keratin-positive tumor,271
191.29500000000002,30.810000000000002,112,DC / Mono,245
283.14,35.685,113,Keratin-positive tumor,865
135.135,32.76,114,Keratin-positive tumor,637
220.35000000000002,34.125,115,Keratin-positive tumor,1000
436.02000000000004,31.785000000000004,116,Keratin-positive tumor,297
441.48,33.735,117,Keratin-positive tumor,708
242.38500000000002,35.49,118,Keratin-positive tumor,980
530.2049999999999,34.71,120,Keratin-positive tumor,877
52.455,33.93,121,Keratin-positive tumor,102
86.775,31.98,122,Keratin-positive tumor,202
