x,y,label,cell_type,cell_size_pixel
14.235,13.844999999999999,2,Keratin-positive tumor,132
26.13,15.795000000000002,3,Keratin-positive tumor,717
42.120000000000005,12.285,4,CD8-T,60
50.505,12.675,5,Macrophages,142
62.79,12.675,6,Macrophages,88
73.71000000000001,13.65,7,Other immune,154
79.56,13.844999999999999,8,Macrophages,154
89.7,14.04,9,CD4-T,131
98.67,13.065000000000001,10,Macrophages,127
105.105,14.43,11,Other immune,262
128.31,12.870000000000001,12,Macrophages,155
148.005,12.48,13,Other immune,109
157.56,12.870000000000001,14,Other immune,186
166.335,12.285,15,CD3-T,60
176.865,13.455000000000002,16,CD3-T,233
199.68,12.285,17,CD8-T,114
215.67000000000002,14.43,18,CD3-T,292
286.845,15.600000000000001,19,Keratin-positive tumor,471
297.96000000000004,12.675,20,Mesenchymal-like,102
336.96000000000004,13.065000000000001,21,CD3-T,204
368.355,14.235,22,Macrophages,238
375.18,14.82,23,Macrophages,241
390.58500000000004,13.844999999999999,24,CD3-T,183
397.995,14.04,25,CD8-T,290
412.035,15.21,26,Keratin-positive tumor,467
423.93,14.235,27,Keratin-positive tumor,189
444.6,13.65,28,Keratin-positive tumor,181
466.44,15.21,29,Neutrophils,416
478.92,16.77,30,Keratin-positive tumor,875
510.51,15.015,32,Keratin-positive tumor,481
582.465,14.625,33,Mono / Neu,178
588.705,14.43,34,Neutrophils,251
596.3100000000001,13.65,35,Neutrophils,169
604.11,14.04,36,Neutrophils,312
615.81,15.21,37,Macrophages,446
624.0,12.675,38,Keratin-positive tumor,126
647.595,14.04,39,Neutrophils,175
653.4449999999999,12.870000000000001,40,Neutrophils,130
685.23,13.065000000000001,41,Neutrophils,135
694.395,12.675,42,Neutrophils,169
382.78499999999997,13.844999999999999,43,Other immune,245
230.685,13.844999999999999,44,Mesenchymal-like,301
436.8,18.525000000000002,45,Keratin-positive tumor,866
491.595,14.43,46,Keratin-positive tumor,306
563.1600000000001,14.43,47,Keratin-positive tumor,230
68.83500000000001,14.625,49,CD3-T,144
571.9350000000001,16.38,51,Neutrophils,472
115.83000000000001,15.21,52,Macrophages,441
310.245,15.21,53,Mesenchymal-like,452
358.605,16.77,54,Other immune,741
429.39,14.04,55,Keratin-positive tumor,56
38.22,15.795000000000002,56,Macrophages,433
93.795,15.405000000000001,57,Macrophages,106
458.25,15.21,58,Neutrophils,284
141.375,16.965,60,Macrophages,326
240.63,16.575000000000003,61,Other immune,515
109.59,18.33,62,CD3-T,402
296.20500000000004,15.405000000000001,63,Mesenchymal-like,216
534.105,19.5,64,Keratin-positive tumor,1051
148.78500000000003,16.965,65,CD3-T,304
522.7950000000001,17.355,66,Keratin-positive tumor,398
631.605,15.795000000000002,67,Mono / Neu,130
65.91,19.11,69,CD4-T,489
85.605,18.72,70,Macrophages,500
418.275,19.11,71,Keratin-positive tumor,514
47.775,19.11,73,CD8-T,529
378.3,17.355,74,Other immune,99
623.025,19.89,76,Keratin-positive tumor,458
592.02,17.94,77,Neutrophils,124
343.59000000000003,18.33,79,Other immune,354
425.1,17.94,80,Keratin-positive tumor,150
181.35000000000002,21.450000000000003,81,Endothelial,570
207.87,20.475,82,Other immune,528
385.905,20.67,83,Other immune,492
398.385,21.45,84,Macrophages,506
449.475,20.475,85,Keratin-positive tumor,618
600.21,20.28,86,Keratin-positive tumor,504
75.66,21.060000000000002,87,DC / Mono,602
429.58500000000004,19.695,88,Unidentified,110
173.94,21.255000000000003,89,Endothelial,454
201.04500000000002,19.89,90,Other immune,115
655.395,19.695,91,Keratin-positive tumor,288
159.705,22.62,92,Mesenchymal-like,920
292.5,19.5,93,Unidentified,192
493.15500000000003,22.23,94,Keratin-positive tumor,477
609.57,21.645,95,Neutrophils,560
630.435,20.28,96,Macrophages,161
30.810000000000002,20.865000000000002,97,Tumor,225
267.345,23.4,98,Unidentified,800
432.90000000000003,21.060000000000002,99,Tumor,139
483.99,21.255000000000003,100,Keratin-positive tumor,106
501.345,22.425,101,Keratin-positive tumor,349
511.28999999999996,22.425,102,Keratin-positive tumor,532
98.47500000000001,22.425,104,Macrophages,555
135.525,22.23,105,Mono / Neu,637
300.495,22.035,106,Other immune,422
588.9000000000001,21.645000000000003,107,DC / Mono,275
18.33,21.645000000000003,108,Keratin-positive tumor,231
125.19,23.79,109,Other immune,464
150.15,21.645,110,CD3-T,180
311.22,23.205,111,Mesenchymal-like,437
369.33000000000004,24.96,112,Macrophages,662
39.195,23.01,113,CD4-T,301
90.87,22.23,114,Mono / Neu,113
376.93500000000006,23.4,115,Other immune,375
191.10000000000002,25.155,116,Other immune,666
233.02500000000003,23.205,117,Other immune,276
347.88,22.814999999999998,118,Macrophages,234
410.28,24.57,119,Keratin-positive tumor,303
118.17000000000002,24.57,121,Other immune,346
392.34000000000003,21.255000000000003,122,CD4-T,144
13.844999999999999,24.18,124,Keratin-positive tumor,236
273.78,24.765,125,Macrophages,339
506.02500000000003,24.765,126,Unidentified,89
169.45499999999998,25.155,127,Other immune,228
334.425,26.91,128,Other immune,632
53.43,28.080000000000002,129,Macrophages,622
294.06,27.495000000000005,130,Macrophages,470
342.225,26.910000000000004,131,Macrophages,294
416.52,27.494999999999997,132,Keratin-positive tumor,594
473.07,24.57,133,Keratin-positive tumor,222
144.3,24.96,134,Other immune,203
249.60000000000002,27.299999999999997,135,Endothelial,630
587.925,26.130000000000003,136,Macrophages,216
615.03,25.935000000000002,141,Keratin-positive tumor,191
113.1,26.130000000000003,143,Endothelial,314
