x,y,label,cell_type,cell_size_pixel
18.330000000000002,16.575,2,Keratin-positive tumor,831
44.655,16.77,3,Keratin-positive tumor,855
107.44500000000001,15.600000000000001,5,Keratin-positive tumor,499
115.05000000000001,12.870000000000001,6,Keratin-positive tumor,116
124.41,16.185000000000002,7,Keratin-positive tumor,473
132.99,14.235,8,Keratin-positive tumor,303
144.69,15.795000000000002,9,Keratin-positive tumor,600
153.075,14.43,10,Keratin-positive tumor,203
169.26,18.525000000000002,11,Keratin-positive tumor,1114
184.47,20.085,12,Tumor,1143
259.935,13.844999999999999,16,Mesenchymal-like,281
297.96000000000004,17.94,17,Keratin-positive tumor,1321
368.94000000000005,13.65,21,Tumor,184
376.15500000000003,15.015,22,Tumor,347
396.82500000000005,14.235,23,Macrophages,375
453.57,19.305,25,Tumor,1384
592.995,16.38,31,Unidentified,520
632.385,12.48,33,CD3-T,62
737.49,14.625,42,Tumor,321
33.93,16.965,43,Other immune,603
270.07500000000005,14.235,45,Mesenchymal-like,305
483.99,18.135,47,Mesenchymal-like,1093
204.945,17.55,50,Keratin-positive tumor,701
637.26,18.330000000000002,52,Other immune,911
665.5350000000001,19.695,53,Keratin-positive tumor,1335
83.07,20.085,56,Keratin-positive tumor,1046
434.07000000000005,16.965,57,Keratin-positive tumor,515
25.740000000000002,17.55,59,Mesenchymal-like,429
118.56,17.55,63,Keratin-positive tumor,193
158.34,20.67,64,Keratin-positive tumor,529
714.48,21.45,66,Keratin-positive tumor,972
468.78000000000003,22.62,67,Other immune,1509
93.6,23.009999999999998,68,Keratin-positive tumor,966
326.82,18.525000000000002,69,Keratin-positive tumor,619
413.595,19.305,70,Macrophages,471
390.39,21.645,74,Other immune,629
401.895,23.009999999999998,79,Unidentified,594
699.27,22.62,83,Other immune,526
623.415,24.18,84,Unidentified,1110
750.75,21.840000000000003,86,Tumor,379
178.035,21.840000000000003,90,Tumor,209
729.69,25.155,91,Keratin-positive tumor,532
213.135,25.545,97,Keratin-positive tumor,728
365.43,25.35,98,Mesenchymal-like,774
15.990000000000002,24.765,101,Macrophages,207
396.045,23.985,102,B,52
527.28,27.885,104,Keratin-positive tumor,991
113.685,29.25,105,Keratin-positive tumor,1282
270.66,25.740000000000002,106,Other immune,544
637.065,24.96,108,CD4-T,278
38.61,29.835,109,Keratin-positive tumor,1482
101.985,26.52,110,Mesenchymal-like,402
602.16,24.96,111,CD3-T,234
414.765,26.325000000000003,112,Mono / Neu,319
551.0699999999999,25.545,113,Macrophages,55
14.235,28.47,114,Macrophages,210
22.425,29.25,115,Other immune,606
187.395,29.835,117,Keratin-positive tumor,332
546.39,28.275,119,Mesenchymal-like,419
398.19000000000005,30.810000000000002,120,CD3-T,601
556.53,29.835,121,CD8-T,792
209.82,31.785000000000004,122,Keratin-positive tumor,476
596.31,29.25,123,Mesenchymal-like,461
200.46,29.64,125,Tumor,533
255.84,30.03,126,Unidentified,421
246.28500000000003,30.810000000000002,127,Other immune,187
132.405,31.200000000000003,128,Keratin-positive tumor,759
374.985,31.005000000000003,129,Mesenchymal-like,452
636.87,31.980000000000004,130,CD3-T,311
334.62,31.395000000000003,132,Unidentified,308
139.425,32.565000000000005,133,Tumor,303
627.9000000000001,35.685,135,Unidentified,659
326.625,32.565000000000005,136,Unidentified,316
14.43,35.295,141,Mesenchymal-like,226
448.5,35.685,142,Mesenchymal-like,581
180.57,36.075,144,Keratin-positive tumor,1135
272.61,37.635000000000005,145,Keratin-positive tumor,885
366.40500000000003,34.515,147,Unidentified,483
587.145,37.05,149,Other immune,709
433.68000000000006,35.1,150,Unidentified,150
337.935,34.32,151,Macrophages,286
30.615000000000002,38.61,153,Mesenchymal-like,859
467.22,35.295,155,Mesenchymal-like,240
495.69,35.88,156,Unidentified,471
598.845,37.83,158,Mesenchymal-like,609
164.775,41.144999999999996,159,Keratin-positive tumor,1317
631.605,41.34,164,Mesenchymal-like,666
614.0550000000001,38.025,166,Tumor,772
651.4950000000001,39.585,167,Keratin-positive tumor,809
780.39,43.875,169,Mesenchymal-like,1160
20.865000000000002,40.17,171,Macrophages,429
218.595,40.95,173,Keratin-positive tumor,742
99.06,42.315,175,Mesenchymal-like,848
142.935,39.39,177,Tumor,268
359.385,42.315,178,Keratin-positive tumor,941
640.575,39.78,179,Unidentified,234
556.53,42.315,181,Keratin-positive tumor,1028
154.245,43.68000000000001,182,Keratin-positive tumor,889
471.9,40.17,183,Mesenchymal-like,489
242.58,42.900000000000006,185,Unidentified,652
703.365,41.34,186,CD8-T,601
56.745000000000005,43.290000000000006,187,Keratin-positive tumor,854
83.655,41.145,188,Keratin-positive tumor,380
500.76,43.485,189,Unidentified,921
