x,y,label,cell_type,cell_size_pixel
32.370000000000005,16.38,2,Keratin-positive tumor,697
44.85,13.455000000000002,3,Keratin-positive tumor,244
68.25,13.844999999999999,4,Keratin-positive tumor,398
131.04000000000002,13.065000000000001,5,Keratin-positive tumor,124
139.03500000000003,14.04,6,Keratin-positive tumor,227
146.055,18.330000000000002,7,Keratin-positive tumor,780
156.78,15.21,8,Keratin-positive tumor,518
207.09000000000003,16.965,9,Keratin-positive tumor,1023
227.565,17.55,10,Keratin-positive tumor,1245
239.85000000000002,12.285,11,Keratin-positive tumor,83
323.31000000000006,12.870000000000001,12,Keratin-positive tumor,121
340.665,14.04,13,Keratin-positive tumor,373
380.25,15.21,14,Keratin-positive tumor,481
405.795,14.625,15,Keratin-positive tumor,581
419.055,18.330000000000002,16,Keratin-positive tumor,1036
436.995,13.844999999999999,17,Keratin-positive tumor,269
456.69,13.455000000000002,18,Keratin-positive tumor,261
467.415,13.065000000000001,19,Keratin-positive tumor,215
478.53,15.990000000000002,20,Keratin-positive tumor,729
498.42,12.870000000000001,21,Keratin-positive tumor,171
512.265,15.015,22,Keratin-positive tumor,583
536.4449999999999,13.260000000000002,23,Keratin-positive tumor,254
549.1200000000001,15.990000000000002,24,Keratin-positive tumor,850
572.325,14.82,25,Keratin-positive tumor,388
585.78,16.38,26,Keratin-positive tumor,939
614.0550000000001,13.260000000000002,27,Keratin-positive tumor,380
630.0450000000001,15.795000000000002,28,Keratin-positive tumor,702
698.1,13.455000000000002,29,Keratin-positive tumor,198
707.655,15.21,30,Keratin-positive tumor,488
732.03,14.04,31,Keratin-positive tumor,402
272.41499999999996,16.77,32,Keratin-positive tumor,659
351.0,14.43,33,Keratin-positive tumor,210
747.24,16.185000000000002,34,Keratin-positive tumor,636
330.135,15.600000000000001,36,Keratin-positive tumor,446
280.8,18.72,38,Keratin-positive tumor,720
739.635,15.990000000000002,39,Keratin-positive tumor,226
55.185,19.89,40,Keratin-positive tumor,1051
78.39,21.840000000000003,41,Keratin-positive tumor,1363
763.4250000000001,15.990000000000002,42,Macrophages,459
486.52500000000003,15.99,43,Keratin-positive tumor,185
496.08000000000004,19.695,44,Keratin-positive tumor,806
429.78,17.745,45,Keratin-positive tumor,435
536.6400000000001,18.915,47,Keratin-positive tumor,402
669.4350000000001,17.745,48,Tumor,441
130.455,21.255,49,Keratin-positive tumor,1038
244.92000000000002,18.915,50,Macrophages,698
646.62,19.11,51,Keratin-positive tumor,648
118.755,18.72,52,Macrophages,672
344.76,20.67,54,Keratin-positive tumor,760
636.87,19.305,55,Keratin-positive tumor,299
467.41499999999996,20.865000000000002,56,Keratin-positive tumor,467
565.5,18.33,57,Keratin-positive tumor,676
617.565,21.84,58,Keratin-positive tumor,826
67.275,21.84,60,Keratin-positive tumor,421
288.99,22.815,61,Keratin-positive tumor,921
527.28,21.060000000000002,63,Keratin-positive tumor,760
757.965,20.085,64,Other immune,546
43.68,21.255000000000003,65,Keratin-positive tumor,659
170.04000000000002,20.475,66,Keratin-positive tumor,728
455.32500000000005,22.23,67,Keratin-positive tumor,739
506.805,20.67,69,Keratin-positive tumor,496
732.03,24.765,70,Keratin-positive tumor,1082
26.130000000000003,21.255000000000003,71,Keratin-positive tumor,460
407.16,22.425,72,Keratin-positive tumor,705
216.255,20.865000000000002,73,Keratin-positive tumor,200
677.625,19.11,74,Keratin-positive tumor,261
387.46500000000003,24.375,75,Keratin-positive tumor,1170
480.09000000000003,26.13,76,Keratin-positive tumor,1469
162.24,21.840000000000003,77,Keratin-positive tumor,377
200.655,24.96,78,Keratin-positive tumor,793
64.74000000000001,26.13,79,Keratin-positive tumor,639
608.2049999999999,23.01,80,Keratin-positive tumor,640
631.8,23.79,81,Keratin-positive tumor,654
322.33500000000004,20.865000000000002,82,Keratin-positive tumor,283
557.115,23.595,83,Keratin-positive tumor,215
432.70500000000004,26.52,84,Keratin-positive tumor,758
546.975,24.57,85,Keratin-positive tumor,544
652.275,27.105,86,Keratin-positive tumor,1174
142.54500000000002,24.375,87,Keratin-positive tumor,304
157.95,26.325,88,Keratin-positive tumor,735
14.235,25.35,89,Tumor,258
118.75500000000001,29.445,90,Keratin-positive tumor,726
353.925,21.84,92,Keratin-positive tumor,313
680.5500000000001,28.08,94,Keratin-positive tumor,747
742.95,26.325000000000003,95,Keratin-positive tumor,553
767.1300000000001,27.299999999999997,96,Keratin-positive tumor,606
33.150000000000006,30.810000000000002,97,Keratin-positive tumor,1454
258.375,25.545,98,Keratin-positive tumor,937
537.225,30.615000000000002,100,Keratin-positive tumor,1097
167.115,28.47,102,Keratin-positive tumor,279
522.99,30.42,103,Keratin-positive tumor,828
585.195,32.175000000000004,104,Keratin-positive tumor,1649
246.285,31.2,105,Macrophages,989
414.375,28.665,106,Keratin-positive tumor,392
502.125,32.370000000000005,107,Keratin-positive tumor,1221
176.865,32.955,108,Keratin-positive tumor,1227
194.22000000000003,29.445,109,Keratin-positive tumor,677
423.15000000000003,31.005000000000003,110,Keratin-positive tumor,571
562.575,27.495,112,Keratin-positive tumor,179
570.375,30.42,113,Macrophages,614
47.19,31.98,115,Keratin-positive tumor,770
343.20000000000005,32.955,117,Keratin-positive tumor,1111
513.435,31.395,118,Keratin-positive tumor,481
148.2,32.955,119,Keratin-positive tumor,790
128.7,29.64,120,Keratin-positive tumor,243
349.44000000000005,29.445,121,Keratin-positive tumor,200
442.65000000000003,28.470000000000002,122,Keratin-positive tumor,150
210.60000000000002,31.200000000000003,125,Keratin-positive tumor,110
79.755,31.590000000000003,126,Keratin-positive tumor,200
702.78,30.42,127,Macrophages,244
138.255,31.395000000000003,128,Keratin-positive tumor,285
357.435,32.955,129,Keratin-positive tumor,620
550.485,31.200000000000003,130,Keratin-positive tumor,544
435.435,32.760000000000005,131,Keratin-positive tumor,355
100.23,34.905,132,Keratin-positive tumor,1152
443.82,32.175,133,Keratin-positive tumor,180
387.65999999999997,33.93000000000001,134,Keratin-positive tumor,237
456.105,32.760000000000005,135,Keratin-positive tumor,287
609.375,35.295,136,Keratin-positive tumor,862
625.1700000000001,35.88,137,Keratin-positive tumor,889
86.97,32.955,138,Keratin-positive tumor,433
395.265,34.71,139,Keratin-positive tumor,686
672.945,32.760000000000005,140,Tumor,361
12.870000000000001,34.125,141,Keratin-positive tumor,139
599.04,35.1,142,Keratin-positive tumor,656
159.705,34.905,144,Tumor,337
297.57,34.32,145,Keratin-positive tumor,399
367.96500000000003,35.685,146,Keratin-positive tumor,592
764.205,37.05,147,Keratin-positive tumor,1038
664.7550000000001,33.54,148,Keratin-positive tumor,294
462.735,38.025,149,Keratin-positive tumor,716
329.55,35.295,150,Keratin-positive tumor,318
24.375,36.855000000000004,151,Keratin-positive tumor,192
416.71500000000003,38.61,153,Keratin-positive tumor,650
132.01500000000001,40.364999999999995,155,Keratin-positive tumor,1258
196.755,43.485,156,Keratin-positive tumor,1615
489.84000000000003,39.39,157,Keratin-positive tumor,833
518.31,39.975,158,Keratin-positive tumor,480
652.86,39.585,159,Keratin-positive tumor,693
678.21,41.535,161,Keratin-positive tumor,895
289.57500000000005,41.34,162,Keratin-positive tumor,958
337.935,38.61,163,Keratin-positive tumor,310
157.17000000000002,40.95,164,Keratin-positive tumor,414
376.155,42.900000000000006,165,Keratin-positive tumor,1046
433.095,41.925,166,Keratin-positive tumor,644
210.21,44.655,167,Keratin-positive tumor,1321
550.6800000000001,41.925,168,Keratin-positive tumor,633
20.28,37.635,169,Keratin-positive tumor,335
507.975,43.095,171,Keratin-positive tumor,764
224.25,43.095,172,Keratin-positive tumor,220
306.345,40.17,173,Keratin-positive tumor,216
359.385,43.290000000000006,174,Keratin-positive tumor,777
532.74,44.265,175,Keratin-positive tumor,926
752.31,43.290000000000006,176,Keratin-positive tumor,587
523.77,41.535,178,Keratin-positive tumor,180
631.8,43.29,179,Keratin-positive tumor,620
645.0600000000001,44.46,180,Keratin-positive tumor,910
758.745,43.095,181,Keratin-positive tumor,220
299.71500000000003,41.925,182,Keratin-positive tumor,240
543.075,43.095,183,Keratin-positive tumor,382
183.495,45.825,184,Keratin-positive tumor,769
449.08500000000004,44.85,185,Keratin-positive tumor,976
153.075,47.385000000000005,186,Keratin-positive tumor,1124
428.22,42.120000000000005,188,Keratin-positive tumor,131
614.445,45.24,189,Keratin-positive tumor,489
254.28000000000003,46.8,190,Keratin-positive tumor,872
397.8,47.58,191,Keratin-positive tumor,1113
54.6,44.655,192,Endothelial,344
82.095,46.8,194,Keratin-positive tumor,774
420.42,45.24,195,Keratin-positive tumor,349
467.805,46.8,196,Keratin-positive tumor,490
336.57000000000005,47.385000000000005,197,Keratin-positive tumor,842
606.0600000000001,46.800000000000004,198,Keratin-positive tumor,252
12.48,44.46,199,Other immune,111
305.37,46.605000000000004,202,Keratin-positive tumor,392
99.255,48.36,203,Keratin-positive tumor,634
350.22,48.75,204,Keratin-positive tumor,942
764.205,50.7,205,Keratin-positive tumor,1418
178.425,49.335,206,Keratin-positive tumor,568
315.9,45.435,207,Macrophages,194
592.605,51.09,208,Tumor,991
479.505,48.36,209,DC / Mono,473
580.515,46.215,210,Keratin-positive tumor,260
602.355,51.09,211,Keratin-positive tumor,694
295.035,51.480000000000004,212,Keratin-positive tumor,850
386.49,48.555,214,Keratin-positive tumor,401
527.085,51.480000000000004,215,Keratin-positive tumor,801
625.95,50.7,216,Keratin-positive tumor,886
515.19,52.455,217,Keratin-positive tumor,1126
460.005,52.455,218,Keratin-positive tumor,946
492.765,54.6,219,Keratin-positive tumor,1512
276.70500000000004,53.82000000000001,220,Keratin-positive tumor,1073
285.285,49.725,221,Keratin-positive tumor,296
546.195,53.235,222,Keratin-positive tumor,895
562.575,49.335,223,Keratin-positive tumor,257
611.13,51.675000000000004,224,Keratin-positive tumor,398
371.67,49.53,225,Keratin-positive tumor,184
33.150000000000006,52.455,226,Keratin-positive tumor,877
249.79500000000002,54.99,227,Keratin-positive tumor,575
362.895,54.015,228,Keratin-positive tumor,907
581.8800000000001,53.040000000000006,230,Keratin-positive tumor,679
637.845,53.82,231,Keratin-positive tumor,523
650.325,53.040000000000006,232,Keratin-positive tumor,721
665.145,54.015,234,Keratin-positive tumor,843
113.49000000000001,54.99,235,Keratin-positive tumor,483
