"Axis1","Axis2","Axis3","Axis4"
-3.31862068065165,-13.5093456609197,2.14293585467277,6.41848838560483
-4.64250529139203,-19.3131636880805,1.89048994408452,-1.7803665675459
-52.4668620404911,1.26067154354653,3.07269717171387,1.23087181958645
-25.1386630829884,6.50550971447172,1.98376141817955,0.464854018239719
47.6490981177663,39.8435629130656,3.48883420161479,-0.0467832447171838
29.3862114131802,24.4270707888599,-1.11713380336393,8.01782160979229
26.2930941025594,-7.60035390417959,8.57952800697584,-2.850844964814
-38.7772112925447,14.2071765299534,4.98049106588365,0.339377283424051
33.6924998590749,28.4039727479937,4.55038842667417,-2.95654509274319
-54.7388777950347,3.56173888720643,4.40469643034351,0.344269432015758
22.9853057393408,12.972021547507,2.04160003462218,-1.77360415835331
-38.8491768462914,0.0532928041121338,1.9119053189917,3.67841227092416
51.7411669147431,49.0429769048069,3.56181330522682,-2.5706462609377
-27.3404005238231,-9.70588135435057,4.53837548994439,0.524698849974775
-18.612432635835,5.51850845681719,5.83343890910879,-0.523660088611951
-18.5393479466452,15.9835706748288,-0.715611105167054,0.0813318715106603
-49.4319717926639,0.90403101282773,2.57286501667705,0.108110825224732
20.7819697368499,-8.88682305206147,-28.3302430710008,-8.14951442998197
26.4703434323077,-32.2247861943372,10.0041120314458,0.958642814217407
21.6936202238055,16.2160886916952,0.732787146738376,2.13816203867291
9.22173915060761,-9.383619552925,-31.2783331246142,3.46320295502392
-30.8672458847054,3.94296316106191,2.35792788113856,2.80123229841944
-22.614371398085,-13.177794993216,4.73951302719694,0.712953835021143
26.8039028869359,35.0109783628535,0.475028600035062,1.6943926174031
14.6044981857369,-9.55888719374158,2.72489187141174,4.47823200996772
19.24709145039,15.1252556076439,-0.863705301776252,2.63620504356403
29.3726582351798,23.6331924887618,2.63296599134537,0.953496338547711
18.1237572862968,21.6744923655697,0.12394131978614,0.682599686425463
50.4690037409882,44.4342783230839,2.05558886694491,-1.84976963191307
37.960165768815,2.7216185536044,5.30678684734809,0.393970527434984
32.5696021279194,-0.542627864198224,5.87635851065475,-0.33632443714499
7.13807049501686,-7.21575346296591,1.0595781788229,-0.287710516356065
2.052857142206,-20.8551523642575,2.64301545101059,-3.45978027517734
-19.1927324591199,7.82876042964975,5.03031317123994,0.0902436194039392
28.5784345662877,-8.2337897144155,5.5004416487143,-0.180689358997213
32.9523452043123,-5.22421995723083,1.08048411141853,10.6813552415952
5.94960743694566,23.7086621129659,0.971981632066368,-0.20689220694062
-2.02433078287683,-16.8717617325652,2.66744880339964,-0.377631299244694
-13.6703223375278,20.6533582773333,4.56062082547601,-0.855631821530684
4.73109174230775,35.7870131530895,4.36455441015085,-1.62668544564392
24.5078138202408,23.0378896700765,3.74740969700156,-3.73591840693271
33.3716978625139,38.3275193101202,3.16358045802546,-2.27881055599852
29.295987098897,-28.8573174459697,7.20579591726294,-6.98532793562318
38.2107266106713,42.0374286331428,3.64743407248389,-3.94241161715098
25.9777440895492,30.4789183645177,-6.74488192474247,-5.01832225841932
-58.5933510181329,4.07010377913645,3.34774607927702,0.814592372559813
-1.99395957903296,16.2621629320694,1.3289042346622,1.3995163421334
0.621870977109364,-21.9915319597503,2.6527523562293,1.97847018341561
28.6456337718313,-13.8111440181416,-16.4795951797941,-6.11849733288029
36.0105005650752,11.4233254636892,2.76002832807294,1.8677958849129
39.1652950094809,27.9495489097738,2.72035342817509,-3.66951759797822
1.44870562194007,19.7542382899341,-0.686099675766404,-4.15544034478136
0.674485970070535,16.4136360743778,-1.36398475726337,2.78475979393268
-63.763462597265,4.9824264703139,5.25460310500912,1.09219011328266
10.1577901355822,-1.30870955416333,0.664875530721625,-0.591233821753069
-7.17210850358346,20.5281344819145,0.416505276276487,-1.0264199368256
