1,2,3,4,site_idx,patient_idx
0.0,0.0,0.0,1.000000000003007,0,88
0.0,0.0,0.0,1.000000000003007,1,88
0.0,0.0,0.0,1.000000000003007,2,88
0.01909193296309751,0.15059866690027945,0.0,0.8303094001936324,3,88
0.20552207202075776,0.018975944956482086,0.018498500792168283,0.7570034822305918,4,88
0.0,0.0,0.0,1.000000000003007,5,88
0.0,0.03502086637725241,0.00341856225284233,0.9615605719885959,6,88
0.0,0.09406429096900083,0.0,0.9059357093107847,7,88
0.0,0.0,0.0,1.000000000003007,8,88
0.0,0.07521619919943076,0.0,0.9247838021491057,9,88
0.0,0.0,0.0,1.000000000003007,10,88
0.0,0.0,0.0,1.000000000003007,11,88
0.0,0.0,0.0,1.000000000003007,12,88
0.0,0.0,0.0,1.000000000003007,13,88
0.0,0.025442352695714928,0.0,0.9745576477604305,14,88
0.0,0.0,0.0,1.000000000003007,15,88
0.0,0.0,0.0,1.000000000003007,16,88
0.0,0.0,0.0,1.000000000003007,17,88
0.0,0.0,0.0,1.000000000003007,18,88
0.0,0.0,0.0,1.000000000003007,19,88
0.0,0.0,0.0,1.000000000003007,20,88
0.0,0.0,0.0,1.000000000003007,21,88
0.0048414273228417105,0.023457979536085468,0.0,0.9717005931540368,22,88
0.0,0.0,0.0,1.000000000003007,23,88
0.0,0.03104841584866064,0.019384709057892777,0.9495668756720592,24,88
0.0,0.0,0.0,1.000000000003007,25,88
0.0,0.0,0.0,1.000000000003007,26,88
0.0,0.0,0.0,1.000000000003007,27,88
0.0,0.0,0.0,1.000000000003007,28,88
0.0,0.0,0.0,1.000000000003007,29,88
0.0,0.0,0.0,1.000000000003007,30,88
0.0,0.0,0.0,1.000000000003007,31,88
0.0,0.0,0.0,1.000000000003007,32,88
0.0041438554853056924,0.0626134278192541,0.0,0.9332427167300491,33,88
0.0,0.0,0.0,1.000000000003007,34,88
0.0,0.0,0.0,1.000000000003007,35,88
0.0,0.0,0.0,1.000000000003007,36,88
0.0,0.0,0.0,1.000000000003007,37,88
0.0,0.0,0.0,1.000000000003007,38,88
0.0,0.0,0.0,1.000000000003007,39,88
0.0,0.0,0.0,1.000000000003007,40,88
0.0,0.037043512025554344,0.0,0.9629564886385873,41,88
0.0,0.020806211298710946,0.026077043446518237,0.953116745666597,42,88
0.0,0.0,0.0,1.000000000003007,43,88
0.0,0.0,0.0,1.000000000003007,44,88
0.0,0.0,0.0,1.000000000003007,45,88
0.0,0.0,0.0,1.000000000003007,46,88
0.0,0.0,0.0,1.000000000003007,47,88
0.0005353441437284794,0.0867617335636579,0.0,0.9127029223405725,48,88
0.0,0.0,0.0,1.000000000003007,49,88
0.0024485454778611472,0.08680145531774398,0.007064165983294964,0.9036858332211001,50,88
0.0,0.03299526596994323,0.0,0.9670047346216177,51,88
0.0,0.0,0.0,1.000000000003007,52,88
0.0,0.0,0.0,1.000000000003007,53,88
0.0,0.0,0.0,1.000000000003007,54,88
0.0,0.0,0.0,1.000000000003007,55,88
0.0,0.0,0.0,1.000000000003007,56,88
0.0,0.0,0.0,1.000000000003007,57,88
0.0,0.0,0.0,1.000000000003007,58,88
0.0,0.0,0.0,1.000000000003007,59,88
0.0,0.0,0.0,1.000000000003007,60,88
0.0,0.0,0.0,1.000000000003007,61,88
0.0,0.0,0.0,1.000000000003007,62,88
0.0017249140994220766,0.0383467984134486,0.006054688520027831,0.9538735989671017,63,88
0.0,0.0,0.0,1.000000000003007,64,88
0.0,0.0,0.0,1.000000000003007,65,88
0.0,0.0,0.0,1.000000000003007,66,88
0.0,0.0,0.0,1.000000000003007,67,88
0.0,0.0,0.0,1.000000000003007,68,88
0.004302150053192581,0.045572218099476806,0.0,0.9501256318725195,69,88
0.0061483283926995255,0.2368843990571373,0.0,0.7569672726518678,70,88
0.0,0.0,0.0,1.000000000003007,71,88
0.0,0.031659864424957385,0.0,0.9683401361426613,72,88
0.0,0.0,0.0,1.000000000003007,73,88
0.0,0.0,0.0,1.000000000003007,74,88
0.0,0.0,0.0,1.000000000003007,75,88
0.0,0.0,0.0,1.000000000003007,76,88
0.0,0.0,0.0,1.000000000003007,77,88
0.0,0.0,0.0,1.000000000003007,78,88
0.0,0.0,0.0,1.000000000003007,79,88
0.0,0.0,0.0,1.000000000003007,80,88
0.15495356466824498,0.02312948512632141,0.0,0.8219169502080154,81,88
0.0034100454317010248,0.12476586981937837,0.0,0.8718240847770915,82,88
0.0,0.0,0.0,1.000000000003007,83,88
0.0,0.0,0.0,1.000000000003007,84,88
0.0,0.0,0.0,1.000000000003007,85,88
0.0,0.0,0.0,1.000000000003007,86,88
0.0,0.0,0.0,1.000000000003007,87,88
0.0,0.0,0.0,1.000000000003007,88,88
0.0,0.0,0.0,1.000000000003007,89,88
0.0,0.0,0.0,1.000000000003007,90,88
0.0,0.0,0.0,1.000000000003007,91,88
0.0,0.0,0.0,1.000000000003007,92,88
0.0,0.0,0.0,1.000000000003007,93,88
0.007066807555852665,0.049495545239732715,0.0,0.943437647231771,94,88
0.00597242515660264,0.1313869441942987,0.0,0.8626406306874022,95,88
0.011213425165116154,0.05269358564186291,0.0,0.9360929892221437,96,88
0.0,0.11002924619861099,0.0,0.889970755774085,97,88
0.0,0.05326631059234673,0.0,0.9467336903626522,98,88
0.0,0.03791713243188016,0.0,0.9620828682479243,99,88
0.0,0.0,0.0,1.000000000003007,0,428
0.0,0.0,0.0,1.000000000003007,1,428
0.0,0.0,0.0,1.000000000003007,2,428
0.14138981591154243,0.5606661598576427,0.0,0.2979440245406928,3,428
0.20592361338749055,0.38074015182103094,0.0,0.4133362350018744,4,428
0.0,0.0,0.0,1.000000000003007,5,428
0.11030287892668998,0.5555675824007317,0.0,0.33412953897964826,6,428
0.031437400935375254,0.7811444254298571,0.0,0.18741817374104036,7,428
0.0,0.0,0.0,1.000000000003007,8,428
0.09431273108181112,0.6917949846624184,0.0,0.21389228435699995,9,428
0.0043797979201115386,0.07292478814688638,0.0,0.9226954139733109,10,428
0.30992588523637804,0.43429661477831627,0.0,0.25577750022527146,11,428
0.0,0.0,0.0,1.000000000003007,12,428
0.0,0.0,0.0,1.000000000003007,13,428
0.09400098013028994,0.5341217188693786,0.0,0.3718773012958339,14,428
0.07946240238601261,0.09848785837221248,0.0,0.822049739296189,15,428
0.0,0.0,0.0,1.000000000003007,16,428
