archetype1,archetype2,archetype3,archetype4,site_id,patient_id
0.020352972383023395,0.004950860113115923,0.42268884054904815,0.5520073269548125,0,1
0.044086741599744454,0.02878980429328871,0.41295686459045433,0.5141665895165124,1,1
0.038315653304526,0.027387743277191668,0.3441220647434259,0.5901745386748565,2,1
0.1302955040261829,0.02993529534229003,0.4959947184845306,0.3437744821469965,3,1
0.023495200647160267,0.009992507755725194,0.4043476962300839,0.5621645953670307,4,1
0.004458100135463827,0.03894498430276415,0.3237939682623883,0.6328029472993839,5,1
0.04961481813320188,0.0028931581126375163,0.45951032128691177,0.4879817024672488,6,1
0.01443649964131324,0.06926370711266948,0.3336356102898317,0.5826641829561856,7,1
0.0646751162855959,0.02255277719154777,0.4229284392535751,0.4898436672692812,8,1
0.1422830643469593,0.0901395915062586,0.25907180855140316,0.5085055355953789,9,1
0.04451345754865805,0.014597424267775477,0.39919389870819116,0.5416952194753754,10,1
0.07393628763498185,0.08363116620472497,0.3941944309119171,0.4482381152483762,11,1
0.003108867536772359,0.03485019759860161,0.3894683446903213,0.5725725901743047,12,1
0.028540529533816004,0.07584749980980918,0.35055999906679736,0.5450519715895775,13,1
0.010071092628637793,0.027237883911031706,0.3782221311505129,0.5844688923098176,14,1
0.003683753233157779,0.02113686233425874,0.429766425869941,0.5454129585626423,15,1
0.014183960704205285,0.002429494558547425,0.3589024497917129,0.6244840949455347,16,1
0.17913377441783435,0.07563224566450243,0.30693593141199754,0.4382980485056657,17,1
0.016638190278389045,0.0649585841653066,0.4067341580680337,0.5116690674882706,18,1
0.1551718459486457,0.07793845039782517,0.3393092533046069,0.42758045034892217,19,1
0.029230793571220794,0.00526043127362387,0.3321607158423036,0.6333480593128518,20,1
0.02710992117446696,0.013571956710913194,0.4084727485798453,0.5508453735347747,21,1
0.0527392545238659,0.01598818936629744,0.366996848311847,0.5642757077979897,22,1
0.07988228790272915,0.06837596535769387,0.3984258786068789,0.45331586813269803,23,1
0.13757315443162568,0.09734682511094793,0.3940435954649345,0.371036424992492,24,1
0.3051408320471964,0.030920523762991085,0.2652232527359309,0.3987153914538816,25,1
0.0017424432480404829,0.04308962794232811,0.31548509375032013,0.6396828350593111,26,1
0.02378642739172519,0.0019977774411690684,0.2979048663271932,0.6763109288399125,27,1
0.011852137522497504,0.035682469621545004,0.2958064838915225,0.656658908964435,28,1
0.025411293099151824,0.03751426223000502,0.3943440641416202,0.5427303805292231,29,1
0.03379411491635701,0.0,0.35673184501703686,0.6094740400666064,30,1
0.014135190940964359,0.0018570543029341187,0.4707857760742615,0.51322197868184,31,1
0.026599120920253544,0.00709562798321274,0.4233105928436123,0.5429946582529215,32,1
0.08058598511449133,0.09023391610876579,0.3362661097562644,0.4929139890204785,33,1
0.04191815293044436,0.016916924086794644,0.37617850644680034,0.5649864165359607,34,1
0.002334835143787836,0.027067765355981967,0.32466165430555366,0.6459357451946766,35,1
0.04281856919757631,0.019106479433267102,0.4997300077723717,0.4383449435967849,36,1
0.02117641311046802,0.02707216322383531,0.3023287162834555,0.6494227073822413,37,1
0.0877161783419812,0.09767953746414221,0.329827526921854,0.4847767572720225,38,1
0.02318821850188243,0.03046983275211394,0.42857966403890746,0.5177622847070963,39,1
0.6404144895027627,0.0,0.1325868911756791,0.2269986193215638,40,1
0.02467081188694851,0.004792661737889759,0.4382641036898003,0.5322724226853615,41,1
0.011614976498183204,0.023620131879843322,0.41348430704263756,0.551280584579336,42,1
0.04963260545704353,0.04017280502065675,0.32488823832284736,0.5853063511994523,43,1
0.5313143401044454,0.005983659628964058,0.2635631336001842,0.19913886666640637,44,1
0.4241095957924862,0.005784330138665962,0.23669060362893918,0.3334154704399087,45,1
0.021093956358865563,0.012329540121755016,0.4773919425919087,0.48918456092747076,46,1
0.021423593120839805,0.027765418489115932,0.39758645069672915,0.5532245376933153,47,1
0.010323024167663186,0.010602663724469424,0.3464050257916787,0.6326692863161887,48,1
0.08428634272440318,0.06897189136348737,0.398668303082604,0.4480734628295055,49,1
0.02190157297355293,0.0006328024550554047,0.3797600790833118,0.5977055454880799,50,1
0.057509181824458536,0.04232069925978421,0.42800741945961224,0.4721626994561452,51,1
0.022533523002101447,0.022101277657153428,0.39823168224401967,0.5571335170967255,52,1
0.048065978503248175,0.015431037829969203,0.38091098465209816,0.5555919990146845,53,1
0.06814816463675713,0.05405459008098377,0.3954302789243348,0.4823669663579243,54,1
0.006775695294432935,0.0235407971096898,0.3606226860509229,0.6090608215449543,55,1
0.7849964804345844,0.0,0.16823108963395336,0.04677242993146982,56,1
0.018402459139187515,0.003349678867865671,0.4569560831399885,0.5212917788529583,57,1
0.01828128494009365,0.015879975964774442,0.40481721972239004,0.5610215193727419,58,1
0.024926051028198854,0.044980490056493634,0.3549817659669065,0.575111692948401,59,1
0.1158891504032908,0.0,0.36627343579180593,0.5178374138049039,60,1
0.06267131933034845,0.02415261563123298,0.3952897341223243,0.5178863309160942,61,1
0.006668269231370089,0.057769895156200415,0.28082906842620114,0.6547327671862283,62,1
0.08705318698838597,0.036403902339893116,0.34007153437633514,0.5364713762953859,63,1
0.006727904051890417,0.05609593359769638,0.3212905079703032,0.61588565438011,64,1
0.03301034022729981,0.0660926778635134,0.2983818911708915,0.6025150907382952,65,1
0.0192381976630091,0.009442523052527537,0.4068278761723963,0.5644914031120671,66,1
0.08215090493387314,0.0820625428335351,0.39694248728333764,0.4388440649492542,67,1
0.009963558473856783,0.011960073349195362,0.41996053604163003,0.5581158321353178,68,1
0.11540427478653956,0.08700015926834706,0.3389418974099399,0.45865366853517336,69,1
0.032195010973595554,0.005870255319932592,0.33190674233361117,0.6300279913728607,70,1
0.0423087217749772,0.026230802934388526,0.466494932861268,0.4649655424293664,71,1
0.034721715062963066,0.05508452876255236,0.4182616576573412,0.49193209851714353,72,1
0.18291151457612417,0.07826939710457449,0.34781233524184174,0.39100675307745975,73,1
0.0737298949203685,0.06731512125547914,0.37622556954525505,0.4827294142788973,74,1
0.028580973203664366,0.06457030917149029,0.44568398580626856,0.46116473181857676,75,1
0.0225127443141155,0.05647945173301482,0.30870085879379194,0.6123069451590777,76,1
0.04763743962979683,0.05002855401074475,0.4203970806438556,0.4819369257156029,77,1
0.025468464205301505,0.03578973106075837,0.45059900820708976,0.4881427965268505,78,1
0.06068628250197182,0.04988127489287757,0.3101828796258455,0.5792495629793052,79,1
0.047396593081525495,0.14296204681928915,0.3064789653427677,0.5031623947564176,80,1
0.029268152253279046,0.0,0.39742023809810817,0.573311609648613,81,1
0.08839738743810786,0.04107698467503283,0.39119568201570065,0.47932994587115874,82,1
0.036472295578791114,0.045030918955708966,0.3464256705681918,0.5720711148973081,83,1
0.0,0.03984939307624904,0.48728144223842673,0.4728691646853243,84,1
0.032860850979046015,0.00979456799491079,0.42032843180204776,0.5370161492239954,85,1
0.014003684009949271,0.020129581919412026,0.43398799594877424,0.5318787381218644,86,1
0.014188896843475043,0.010241460358586292,0.33567835164943427,0.6398912911485044,87,1
0.01835867032016108,0.02403863691584115,0.4217585666433016,0.5358441261206962,88,1
0.138908628930781,0.061323487977131635,0.3924329420423228,0.4073349410497645,89,1
0.02085693034471257,0.03890112124196453,0.3913403951896199,0.548901553223703,90,1
0.01660367707800399,0.04357844137349555,0.47509970772186977,0.46471817382663066,91,1
0.027975039207088055,0.031077863133095567,0.3839376600205677,0.5570094376392487,92,1
0.02253422714231481,0.03265242961432649,0.48489163348886305,0.45992170975449576,93,1
0.04764842718483606,0.021269303545703964,0.35095401132746296,0.580128257941997,94,1
0.016964384540441267,0.0040244163429781965,0.390614820172277,0.5883963789443036,95,1
0.0379713582001036,0.035152500484157884,0.358740761512724,0.5681353798030145,96,1
0.08990783359981093,0.047742954914833234,0.43760158374467306,0.42474762774068275,97,1
0.09447894314149043,0.028508565640097388,0.34999416025993835,0.527018330958474,98,1
0.0548880833046433,0.0412910695136495,0.32308632582742663,0.5807345213542805,99,1
0.01055523735558798,0.01479433341665899,0.1684066699522026,0.8062437592755505,0,2
0.006280382597978342,0.07066179026111201,0.3047815700145166,0.6182762571263929,1,2
0.0,0.09682293133571757,0.12552719534603068,0.7776498733182517,2,2
0.0001843020766848674,0.04462866805330844,0.12430096277754792,0.8308860670924587,3,2
0.011671356424921394,0.01719913487780363,0.2458138821192329,0.7253156265780422,4,2
0.007540851615102464,0.031195463164185432,0.3136499850833018,0.6476137001374105,5,2
0.003758608818414754,0.019535617952651255,0.17176109260239164,0.8049446806265423,6,2
0.012487758781929823,0.00449802882143311,0.41049370088816384,0.5725205115084732,7,2
0.012859673883639375,0.004397584917667179,0.2584709574172384,0.7242717837814551,8,2
0.002676780194972272,0.11595593419886156,0.20994099490946388,0.6714262906967023,9,2
0.0,0.07308456201209744,0.19724978726261522,0.7296656507252876,10,2
0.0,0.09684132913179579,0.17802796775274282,0.7251307031154615,11,2
0.012086312118175672,0.0030301903369476567,0.2606993922395344,0.7241841053053423,12,2
0.01093997175440247,0.01075359075099995,0.22983635192688387,0.7484700855677138,13,2
0.015815244533180322,0.020294385361573318,0.2509589423062819,0.7129314277989646,14,2
0.012169213962091129,0.020317486263770636,0.1820539367156939,0.7854593630584444,15,2
0.005971967706657625,0.07176357515502602,0.23258055692277813,0.6896839002155382,16,2
0.0,0.062304060509679085,0.20143549022133608,0.7362604492689853,17,2
0.014780628784848284,0.011790903041192942,0.31201702669561304,0.6614114414783456,18,2
0.008791478492289437,0.043760125961103694,0.31009129953072867,0.6373570960158782,19,2
0.0,0.062413180094117365,0.30615646241133887,0.631430357494544,20,2
0.01577347603678759,0.0,0.3350898447504396,0.649136679212773,21,2
0.005820509187887635,0.022281047067380676,0.2534960304438112,0.7184024133009205,22,2
0.007708791127809168,0.03579610789072231,0.26762177488754396,0.6888733260939243,23,2
0.006889714902581318,0.027985438010284695,0.28740240893092617,0.6777224381562078,24,2
0.002706155834122709,0.10018986437208101,0.28615373360198504,0.6109502461918113,25,2
0.006622955961114393,0.03498837343137878,0.29036328075697465,0.6680253898505323,26,2
0.00638951378289527,0.016846515316619032,0.20783952065947742,0.7689244502410082,27,2
0.0,0.06169118977575918,0.23757649588153562,0.7007323143427054,28,2
0.005021847756252333,0.030488245802433814,0.35073745741710055,0.6137524490242132,29,2
0.009014569741441124,0.018376497407334498,0.3046235433470021,0.6679853895042225,30,2
0.013823066144745148,0.008637385014955194,0.3803837740475186,0.5971557747927811,31,2
0.009882474191005707,0.025176123335938067,0.2464845533629787,0.7184568491100776,32,2
0.009999292016881229,0.033459344152797624,0.25593179779992736,0.7006095660303938,33,2
0.003392167388854837,0.09324960468455823,0.1522142330391921,0.7511439948873947,34,2
0.01027069575210841,0.0199217714363614,0.2157999032384976,0.7540076295730326,35,2
0.014051886058396745,0.02017635916616436,0.2176134450072259,0.7481583097682128,36,2
0.0,0.05538472939392981,0.2862455468736626,0.658369723732408,37,2
0.009097956421716536,0.02959408734678745,0.27165836210344724,0.6896495941280488,38,2
0.015784203151445436,0.0,0.30599736038919517,0.6782184364593596,39,2
0.008128800730597577,0.015332716763566503,0.2916943940547841,0.6848440884510516,40,2
0.009308906710861842,0.007900119259917538,0.2512292316537683,0.7315617423754524,41,2
0.01423501151174517,0.0039739700718155755,0.2436759835934927,0.7381150348229464,42,2
0.0,0.09165032048287797,0.1396455430240469,0.7687041364930755,43,2
0.0020429612223307986,0.09500221990466168,0.16872586622207592,0.7342289526509317,44,2
0.0,0.10798492519581739,0.2796533255341436,0.6123617492700392,45,2
0.014104402248205241,0.024312872620396487,0.2784638573799312,0.6831188677514671,46,2
0.004636461123644509,0.036460735952186595,0.28455251274965904,0.6743502901745099,47,2
0.010708963544554882,0.015276898199791998,0.30522846388088254,0.6687856743747704,48,2
0.009278309427114707,0.032190030012536695,0.30906418330725244,0.6494674772530962,49,2
0.008269063524137518,0.010719173036960808,0.24363164587239897,0.7373801175665028,50,2
0.0056599285770002955,0.038644127104259525,0.25210239475713275,0.7035935495616075,51,2
0.01205788542913664,0.011097112971027149,0.25584402889664043,0.7210009727031959,52,2
0.010569436288358533,0.023380451131488154,0.22598813153546662,0.7400619810446867,53,2
0.009639028879994306,0.02303783021377128,0.3160466326872712,0.6512765082189633,54,2
0.011268822230347511,0.021214514438010198,0.3268634948804422,0.6406531684512,55,2
0.0,0.0918393551961441,0.16428666499848635,0.7438739798053698,56,2
0.014004296335261377,0.015899953354021574,0.2564838267845117,0.7136119235262054,57,2
0.01346010205103633,0.042277973524652485,0.28051957236563546,0.6637423520586758,58,2
0.013201340186103125,0.005467700311028372,0.21486552933711778,0.766465430165751,59,2
0.00805135336730246,0.03394786544530667,0.28692751041053005,0.6710732707768607,60,2
0.00794291979481569,0.02317020083998524,0.36059528781203976,0.6082915915531594,61,2
0.0067151885801425455,0.013009941828349763,0.4078066381156307,0.5724682314758769,62,2
0.0,0.09663168100296206,0.29111995379453764,0.6122483652025006,63,2
0.01190931654361278,0.0027683073258321805,0.4250652450638489,0.560257131066706,64,2
0.003180292199805553,0.04038805363039155,0.41042458577690877,0.5460070683928941,65,2
0.004395420505983069,0.0304611643319916,0.22451833800608578,0.7406250771559395,66,2
0.001492577081282731,0.05655387199218035,0.21852509200246362,0.7234284589240733,67,2
0.010791093162047146,0.026138370596828667,0.1921023191928195,0.7709682170483045,68,2
0.011886956969993043,0.014794922050587854,0.2977879865156755,0.6755301344637434,69,2
0.0,0.055760595965622384,0.28491567644795524,0.6593237275864225,70,2
0.009881565665179429,0.016467715341552627,0.2867827276206713,0.6868679913725967,71,2
0.0,0.05114191119327412,0.17778520286652044,0.7710728859402057,72,2
0.006318584795129703,0.09051911872567418,0.21595656475651,0.6872057317226862,73,2
0.006283507602988638,0.04825966694284376,0.256500871752198,0.6889559537019695,74,2
0.0,0.03258059866064293,0.23562329012251593,0.7317961112168414,75,2
0.005518288271501325,0.032077626707361355,0.40306802912331774,0.5593360558978197,76,2
0.01034636775380026,0.018462241262273398,0.2512945683179882,0.7198968226659381,77,2
0.014660462341085206,0.033017591042887526,0.2526321089873627,0.6996898376286644,78,2
0.004029761344730051,0.021571351430130024,0.30867371442284597,0.6657251728022938,79,2
0.015372339541614526,0.0,0.30856178824445857,0.676065872213927,80,2
0.005010544412666302,0.038989850814227324,0.21402203058848304,0.7419775741846234,81,2
0.013587316179013195,0.008106852247612475,0.35201022133652254,0.6262956102368519,82,2
0.004197606833517308,0.022595326818012546,0.23663976539773351,0.7365673009507364,83,2
0.013545335244017949,0.01619524502518483,0.18741092343737542,0.7828484962934219,84,2
0.004898849415207974,0.035334579125202256,0.3520999278453133,0.6076666436142765,85,2
0.000777363046351022,0.03544147621154005,0.236931704056752,0.7268494566853569,86,2
0.004544026136936671,0.017907783017507502,0.14905981266823595,0.8284883781773199,87,2
