a1,a2,a3,a4,a5,a1a2,a1a3,a1a4,a1a5,a2a3,a2a4,a2a5,a3a4,a3a5,a4a5
0.005920790033398493,0.0015400822660459614,0.006805617638289216,0.5386894067075843,0.8338054498494681,0.08427142211865096,0.0022681075043546775,0.0209754565549098,0.001107162869705779,0.7418709136655104,0.023587934218962013,0.0011934714879874428,0.07059887749417576,5.406432669750232e-4,0.41502304696877523
0.3603527322727451,2.191060273368121e-10,0.09761390397994227,0.05984684285699054,7.912587821121667e-4,0.1121311570074024,0.23529370388668921,0.9942867736279402,0.19820166100762274,0.0020485791730103977,9.337883629003132e-4,6.0615512801624706e-5,0.629993106435695,0.5962538896300447,9.903067977637255e-6
0.1823535646438969,0.0061844342040419985,0.9275975080158452,0.6439129366172711,0.1660823006282699,0.9987103165600941,0.3736764430878303,0.2347378687289384,0.09752496270099188,0.35218227454216366,0.0737554420521562,0.010460207787817763,0.9027929545628475,0.5757575522570896,0.9710031078997258
0.008964041121400795,1.5835440093516657e-11,0.6169737023070183,0.019074013352806132,0.001820876343945532,0.42387039250727765,0.18085474670168952,0.1840746737388531,8.409064181499112e-4,0.003251808326744277,8.583727907981218e-8,8.907888524417643e-10,0.5649411901729738,0.13734516905238964,0.1900921543107135
3.6354318588477976e-4,6.784266384186133e-9,8.58733231256482e-5,1.8907695106909734e-11,0.9062500731721257,9.928721189920437e-5,3.46911036303989e-5,0.001073325204682099,0.001367328211478195,5.162768874390601e-6,0.12291661770712961,1.8170023848585376e-5,0.10967529259848373,7.882820292878504e-4,1.2324390427156187e-12
0.01891065808191612,1.8069505286858728e-7,6.394052783535088e-4,0.9214180500117817,0.2608095094382607,0.4294242578211874,0.025222613697038695,0.04963525819720706,0.020342068543278694,0.36815591908709744,0.004507352607452094,3.6883473708185045e-6,0.0010901107242173892,3.62906025931679e-5,0.7354145608461594
0.9004971323448665,3.0949063107513457e-14,0.3461752165694205,0.45105028482054543,0.003068458580581931,0.06772079590456337,0.940323958705982,0.4290944768380882,0.6316767271052566,0.0020524267380975106,1.5393820813444385e-6,2.7552933186061852e-8,0.2653278494012864,0.5888316638786393,0.028904269453850332
6.065072395707883e-5,0.13016012557748002,0.11121252204509134,2.069964279451639e-5,0.83557032625306,0.0017599195021441322,6.749105168291419e-4,5.692642407189891e-4,3.322383513168382e-4,0.07703154688216297,0.15023912825637029,0.4332455576431783,0.8817735186979554,0.05597719700121493,5.230442955555583e-5
0.19968871850496775,1.2147081639753528e-11,0.770763278986747,0.2238894167688993,0.01964264077305182,0.3461246427510041,0.42785656201969,0.906529286267207,0.17273963161626982,4.698446650260455e-4,2.7387055942038856e-7,1.1252981914773916e-7,0.10757269425773143,0.2198116247706864,0.4514141285131934
0.8146743033636098,7.22606659426732e-4,0.0016110749268087407,6.0149549773036737e-5,0.0032713581054954937,0.48720301968211477,0.4818639501000599,0.3494053737082684,0.5793161900874857,0.050049904747315084,0.596625930760442,2.7323474649831383e-8,3.858120188188143e-6,0.020408400664203373,0.13591751478885947
0.05373479908997733,0.0356420767928552,0.031156407093745543,5.731597963888435e-7,0.0044459692218199506,0.07546056187036769,0.3010173402855244,0.21011315470739203,0.06667499820815348,0.18639896361104133,0.4769574228323773,1.5554251194049823e-6,1.4082477504165345e-4,0.36864038827818524,0.03824016018629704
0.7175850590213237,1.485750701895607e-8,0.0715273181779147,0.09577588016397917,1.8847608859413595e-5,0.06018112019015155,0.25566445903631957,0.7056465133355525,0.6717998203371651,9.593953566652822e-4,6.653422413327114e-7,0.00477362255432042,0.1638406125641904,0.9726733494716269,0.36859211786394597
0.0028738122489739447,0.0025138182579351313,0.7199754024228437,3.5479308013024424e-4,0.005996128469626748,0.07365893339416173,0.0030451620780551783,0.08103287793334177,0.0031960298140220104,0.07782368971604743,2.9122986385855655e-5,0.23720254363844606,0.038981336508829234,0.15143366563384625,0.03683811175347221
5.126805189366332e-4,1.2628308834450554e-6,0.1741472187523868,0.001235057584981592,0.5235449679451936,2.3173292903277216e-4,0.03173843040510188,0.010224366608792607,9.483454391603205e-5,0.013472972069611995,0.20473020133310219,2.874895805804118e-12,0.736575257608544,0.005584480509071674,0.21492759994623614
0.03622375986665615,2.905464470331504e-4,0.00727924093404588,0.37598052890755507,0.3005472919812539,0.1258707548379052,0.04871091829612759,0.1294659424929684,0.04097615820796897,0.2193787198920822,8.025282652113496e-4,0.010951359822685714,0.10969730186687472,9.42693636453718e-5,0.897072871184118
0.012933974345503065,0.936310787752058,0.8186139718467287,0.19569718287088933,0.7528284317459721,0.05811195356628442,0.11738930157371363,0.028065546200465783,0.0063534118607033166,0.9118549708029601,0.39890676461785846,0.8049434703000887,0.5299651047636471,0.4351641765045714,0.18510258959771325
7.793814127840753e-6,0.03214700108114045,0.06094070372582406,0.5588170935041299,0.21734560047278795,3.048965391326542e-4,0.001253994058503453,7.496767805582396e-5,1.0093502733211538e-5,0.3994908510445865,0.09333131146971185,0.01902363824771483,0.214125228175705,0.013862024924770153,0.21841148789486747
0.4341831688473894,0.004760206615982904,0.3093370840387956,0.864332535703659,0.06124724810256488,0.11675197435640909,0.40318533560248904,0.3900797452379742,0.6511169029089923,0.051855260264376646,0.014298228377655587,0.3115850283156522,0.1849853879074516,0.9208681147475415,0.18736778960807485
9.24019589464852e-7,0.09414081923636622,7.226490412103441e-9,0.5665895314829468,8.266150863093581e-10,2.7724351332943615e-7,6.52691644657981e-7,8.721733122137547e-6,3.2362924345964096e-5,7.091379229043162e-8,0.8464362895252345,2.221690209553578e-5,5.944734106041389e-5,0.008661538535510814,4.696166016387069e-6
0.110174813155096,8.429309715933867e-28,0.4357766580195409,0.10373994111395761,1.0693218359377332e-6,0.3193135694576057,0.24043969680732233,0.17185564053506291,0.011430811092684427,4.025153850036812e-6,1.485593599371271e-10,1.725462802617262e-13,0.48277991361432326,0.05381921207207996,2.5806549172389907e-6
0.06396490553372006,4.2474132414619514e-8,1.640266851784212e-4,0.9250135331785725,1.8894851780810103e-9,0.003524108416304384,0.08217575226544722,0.36394970393283366,0.4075552395470238,1.1288946801759209e-8,4.190178124822507e-4,0.7088445210082102,0.005596724867616233,0.3620396776829392,1.1033444151263843e-6
