"","CD8.T","Other.immune","DC...Mono","CD3.T","B","NK","Keratin.positive.tumor","Tumor","CD4.T","Mesenchymal.like","Macrophages","Endothelial","Tregs","DC","Mono...Neu","Neutrophils","bb"
"115",0.00432539559059946,0.309798150633157,0.0693495754911493,0.120895182339129,0,0,0,0,0.0054902280803269,0.202541766474063,0.133499847998052,0.0342202416450691,0.0170619854134259,0.0779812070856092,0.0248364192494191,0,"bb4"
"116",0.0340155889762847,0.145028342102409,0.144752321547018,0.0773989464010528,0,0,0,0,0.0245402678319262,0.0506984732622002,0.401060289809714,0.0226256514679432,0,0.0596427200610736,0.040237398540379,0,"bb4"
"117",0.0594412101932421,0.259064394535258,0.0499308372220941,0.0351711204732675,0,0,0.0389888680541697,0,0.0186623773002248,0.158647388457115,0.336915608936343,0.0170820611624187,0,0.00895808007025752,0.0171380535956093,0,"bb4"
"118",0,0.224023756283135,0.0191622391774173,0.0229412448883452,0,0,0.00934597168207389,0,0.0329981409122906,0.203049612460609,0.402865621924158,0.0260029409454661,0,0.028537335067122,0.031073136659383,0,"bb4"
"119",0.0240650338435812,0.0214773871513497,0.187522291464436,0.063939987668157,0,0,0.0387534234215432,0,0.0473206345938296,0.150686146559773,0.208619532222139,0.0449556323224453,0.0713466227682657,0,0.133579300204135,0.00773400778034524,"bb4"
"120",0,0.0232310207786323,0.0148625437641078,0.0604666403284178,0,0.0111118103610902,0.033986027023875,0,0.055554194676388,0.164309519147356,0.366937402885525,0.0333441086293998,0,0,0.236196732405209,0,"bb4"
"121",0,0,0,0,0,0,0,0.131573225430991,0,0.70110196493916,0.16732480962985,0,0,0,0,0,"bb4"
"122",0,0,0,0,0,0.251121538466908,0,0.0752477036688938,0,0.630651531232074,0.0429792266321242,0,0,0,0,0,"bb4"
"123",0,0,0,0,0,0,0.0531742700909854,0.0463768989814104,0,0.869307615938039,0.0311412149895651,0,0,0,0,0,"bb4"
"124",0,0,0,0,0,0,0.0858044335074327,0.0660976923061431,0,0.680358503133577,0.167739371052847,0,0,0,0,0,"bb4"
"125",0,0,0,0,0,0,0.111825655446383,0.0149891601289691,0,0.847499049781295,0.0256861346433533,0,0,0,0,0,"bb4"
"126",0,0,0,0,0,0,0.167204919139953,0.293916382080055,0,0.538878698779992,0,0,0,0,0,0,"bb4"
"127",0,0,0,0,0,0,0.103030722560348,0.113662536660846,0,0.574473552686095,0.208833188092711,0,0,0,0,0,"bb4"
"128",0,0,0,0,0,0,0.117784660847937,0.318476056565072,0,0.215638819981688,0.225062194274485,0,0,0,0.0321972431012438,0.0908410252295731,"bb4"
"129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bb4"
"130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bb4"
"131",0,0.0336986381227947,0.095970914413398,0.0278547527513739,0,0,0.11426720089294,0,0.0192190207563338,0.512257851460221,0.181078300691045,0,0,0,0.0156533209118941,0,"bb4"
"132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bb4"
"133",0,0.400856895329273,0,0,0,0,0.599143104670727,0,0,0,0,0,0,0,0,0,"bb4"
"134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bb4"
"135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bb4"
"136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bb4"
"137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bb4"
"138",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"bb4"
"139",0,0,0,0,0,0,0,0.90759212046878,0,0.0924078795312203,0,0,0,0,0,0,"bb4"
"140",0,0.172906846974396,0,0,0,0,0,0.647932789108529,0,0.179160363917075,0,0,0,0,0,0,"bb4"
"141",0,0,0,0,0,0,0,0.551634688103708,0,0.448365311896292,0,0,0,0,0,0,"bb4"
"142",0,0,0,0,0,0,0,0.497192971927833,0,0.375285598420246,0,0,0,0,0,0.127521429651921,"bb4"
"143",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"bb4"
"144",0,0.0280994521896381,0.0530294806216118,0,0,0.00983474196747802,0.120602086129586,0,0.0135337442109197,0.115802847797854,0.466538593706027,0.0243215828316505,0,0,0.168237470545235,0,"bb4"
"145",0,0,0.0363798636233381,0,0,0.0547246204913353,0,0,0.0679513051927317,0.125657228237633,0.540011026512244,0.010553313079272,0,0,0.164722642863446,0,"bb4"
"146",0,0.0132614455098946,0.0549308564459362,0,0,0.00958438317316239,0.0276195987883862,0,0.023691875692102,0.0694498904449353,0.558732179652515,0.0455452473252169,0,0,0.197184522967851,0,"bb4"
"147",0,0,0.058855878670562,0,0,0.0283395389965971,0.00830959407429123,0,0.047207352136686,0.14078057635423,0.494940433620813,0.015560367540699,0,0,0.206006258606121,0,"bb4"
"148",0.0721522719271176,0.185002102089447,0.0865773511934321,0.023967236516061,0,0,0.0891993638235068,0.0206367787483796,0.052527858902235,0.419362432929614,0,0.01417315141055,0,0.0364014524596561,0,0,"bb4"
"149",0,0.0167554153711378,0,0,0,0,0.154584485126847,0,0.0252021822548789,0.491576779530562,0.282885684121781,0,0,0.0198449952164873,0,0.00915045837830584,"bb4"
"150",0.062347472654775,0.121550350596148,0.087318344894533,0.0289195999588815,0,0,0.0824737793360254,0.0462551726543038,0.0640875163744764,0.444792687860647,0,0.0622550756702105,0,0,0,0,"bb4"
"151",0.0293304598587255,0.196069162869257,0.0503269610769796,0,0,0,0.0758307278723609,0,0.0256573645517326,0.39170420253123,0,0,0,0.231081121239714,0,0,"bb4"
"152",0.0479208932668155,0.18759155318526,0.0428320266204842,0,0,0,0.0791122642992177,0.0110334762780945,0.0519380892985002,0.472559313500871,0.0238417695256455,0.0413893491042332,0.016530465507537,0.0252507994133416,0,0,"bb4"
"153",0.0549723897269164,0.240285251723317,0.0688964366150268,0,0,0,0.089243233293264,0,0.0426890809814353,0.362416855150272,0.0237605651923064,0,0,0.117736187317462,0,0,"bb4"
"154",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"bb4"
"155",0,0.155435282644225,0,0,0,0,0,0,0,0.543271118461688,0.152589024385742,0,0,0.148704574508345,0,0,"bb4"
"156",0.105932711034986,0.198102403084099,0,0,0,0,0.0662599311073985,0,0,0.500884010511586,0.12882094426193,0,0,0,0,0,"bb4"
"157",0,0.0686685709076654,0.070811562346063,0,0,0,0.0847258915271349,0,0.037714768435247,0.475669900469189,0.2624093063147,0,0,0,0,0,"bb4"
"158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bb4"
"159",0.0378940545166869,0,0,0,0,0,0.062758671396498,0,0,0.899347274086815,0,0,0,0,0,0,"bb4"
"160",0,0.0348598714124888,0.0919812517602912,0,0,0,0.0394079300323771,0,0,0.833750946794843,0,0,0,0,0,0,"bb4"
"161",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"bb4"
"162",0,0,0,0.344730108221682,0,0,0.126259473058552,0,0,0.45730783402663,0.0717025846931362,0,0,0,0,0,"bb4"
"163",0,0.104211791794492,0,0.121868496679592,0,0,0.0281522197079849,0,0.0677522695467065,0.649702213370028,0,0,0,0.0283130089011965,0,0,"bb4"
"164",0.0270073558847498,0,0,0,0,0,0.0782165832326516,0,0,0.894776060882599,0,0,0,0,0,0,"bb4"
"165",0.0987041817316723,0.256120285079964,0,0,0,0,0.172399156759063,0,0,0.44772380841444,0.0250525680148612,0,0,0,0,0,"bb4"
"166",0.114013973619412,0.0429678531606265,0,0,0,0,0.130792336447106,0,0,0.343565986782836,0.323907964675803,0,0,0,0.0447518853142167,0,"bb4"
"167",0,0,0.0258511126911251,0,0,0,0.0600425353036721,0.0901491302657987,0,0.761724870053008,0.0622323516863966,0,0,0,0,0,"bb4"
"168",0.126225129058964,0.405565947120158,0,0,0,0,0,0,0,0.378995852099235,0.0763920244232126,0,0,0,0.0128210472984297,0,"bb4"
"169",0.0963435420721507,0.212119045575765,0.103358283464627,0.0233446240173374,0.0392293387718782,0,0.0301939491734381,0,0,0.161115599513591,0.266416951901426,0,0,0,0.0678786655097862,0,"bb4"
"170",0.106064797179648,0.540740436636639,0.0810736317692218,0,0,0,0.00933897485169785,0,0,0.213494789732563,0.0230040485374628,0,0,0,0.0262833212927681,0,"bb4"
"171",0.160751022084619,0.283107582287172,0,0,0,0,0,0,0,0.540221179679872,0.0159202159483374,0,0,0,0,0,"bb4"
"172",0.0314383206221271,0.436732929193745,0,0,0,0,0,0,0,0.531828750184128,0,0,0,0,0,0,"bb4"
"173",0.0473325236695932,0.0774131442356037,0.0157610441458611,0.0116391338699248,0,0,0.0833879721681808,0,0,0.612061259749259,0.142071954443295,0,0,0,0.010332967718283,0,"bb4"
"174",0.0341785486721973,0.263515210341716,0,0.0272018825325235,0,0,0.106920714176004,0,0,0.174347031528904,0.348768865069979,0.00888502824518021,0,0,0,0.0361827194334957,"bb4"
