"","EndothelialCells","EpithelialCells","Fibroblasts","Other","NK","BCells","PlasmaCells","DC","CD4-T","CD8-T","Macrophages","OtherImmune"
"T_BB162",2.46861921295874,50.146443517035,5.48117160049323,1.84100412140125,1.85158309429754,2.88144962330185,0.217673242695925,0.623089680253174,14.4805831345932,4.31630110680268,9.91571103931465,5.77637061278295
"T_BB165",0.351150970053535,42.2941865592568,3.74561054866832,1.09246976854042,3.42223908477134,0.100930253809639,0.185429959660411,0.589150869865803,10.2055285523976,5.84427265853739,14.5343399475863,17.6346907903392
"T_BB166",2.80842528430225,25.2758274503953,5.11534601486304,3.00902710579884,1.82554920304463,27.614645656984,1.20846213322034,0.102847834338819,22.7361475243817,3.36257019539782,1.35104666570763,5.59010493156564
"T_BB167",5.87102985515439,13.7391723061625,10.442733372751,3.46487005964231,3.31502619161056,1.35223101422875,0.303409178436815,0.741666851075685,32.8108343737142,12.8091023788758,8.18695963069977,6.9629647993613
"T_BB170",0.524658981876198,3.25288558656212,1.88877228421916,4.1972717286717,1.36792388042428,24.3783573784638,0.244272108627706,0.146563247149341,41.830134857741,12.4584779096137,0.905059501337039,8.80562253739036
"T_BB171",0.352733734742091,42.1516754776058,6.17283946601128,0.529100549644,1.28528944707111,2.00208548486077,0.790947352043762,0.346039466519146,14.0910714569435,6.08193670833102,17.9387165056898,8.2575642997441
"T_BB172",2.63473056777638,86.039349804742,1.88195042032665,0.633019709398152,1.0583361949025,0.481061903569882,0.0526161444639161,0.0856891535833831,2.21565655602571,1.39424241691602,2.0202942922772,1.50305283909102
"T_BB173",7.06847581180598,24.7081098112372,8.64626061592915,6.87914174597703,1.88230284812362,12.2187976798836,0.103494310870514,0.46572442526632,18.0173915228348,6.85387803984007,4.69620679057293,8.46021639053057
"T_BB174",2.14938201102078,63.3530359942155,12.9500268735133,1.98817840347069,0.362727389431115,1.14797238592873,0.2551049703043,0.0956643638641124,5.53865399575773,2.75424116673419,5.00285168116603,4.40216079260721
"T_BB177",1.12359544680253,22.4719100851036,2.02247188084809,0.385232775687032,2.055342529472,12.3521182224407,0.824812099335992,1.21046745852403,37.7575431584616,5.97209644917879,2.97520622442277,10.8492036649011
"T_BB179",1.13576529288522,42.5284270457073,5.48354845048869,1.56026998003675,0.868190009765297,0.197706619781843,0.0974206382239261,0.0458450004239665,6.03677384882637,0.720228963457596,36.4727969587876,4.85302766089084
"T_BB181",4.22787537694315,37.8000716496921,7.77499097541246,2.90218558911275,1.59110019130061,2.99003850935439,0.38432369919877,0.707155640578048,18.6416213269589,9.06597495591231,4.96691952760748,8.94774261488584
"T_BB182",6.16966576297644,70.6573632551703,3.48879909153301,1.90965843791951,0.511690542551585,7.51377160063519,0.0269310896064319,0.0359081076255669,4.26434167605008,2.11853221553021,1.47356235937294,1.82977587880327
"T_BB183",0.564140283661192,90.8265881848309,2.89428505660096,1.00564137977897,0.125006749361804,0.472752787654024,0.0227285003120867,0.0363656004993388,1.31078434523267,0.766732927943578,0.882304855156543,1.09266933367725
"T_BB184",2.39911593362573,32.5321797793327,9.80964711516431,2.25415480434136,4.43587495839808,1.60279101945154,0.375121312574703,0.884027104734871,16.4598720265009,12.5295118208992,7.84852191819559,8.86918219570837
"T_BB185",10.7032589897408,8.6106346092236,10.2915951702515,4.11663808923266,1.07396440293801,1.59217101083624,0.277878930658829,0.931269865288955,21.6462154733813,14.9956905752476,11.2747513705766,14.4859316441507
"T_BB186",1.25906142891927,40.9385730297575,33.5368180415261,1.56428849120846,0.586436334575521,0.123460274989252,0.0154325428866286,0.0385813345153126,4.28755344107839,0.764633712305059,11.4365313731413,5.44862999509719
"T_BB187",2.49609984281858,22.1840873543953,2.65210613007547,1.4976598626459,2.5470102202932,12.0586920417001,0.0487466425017113,0.146239856335087,25.1476446781567,15.4764147269529,4.49875940014706,11.2465393738755
"T_BB188",0.439844792185524,68.7968952123211,1.31953427471957,0.517464443423499,0.675847226646994,0.1053863534815,0.0160370663672983,0.0137460486216096,1.17541071423133,0.898694154666258,22.897888124048,3.14325243558097
"T_BB190",6.74594104595241,58.6782529456531,10.7020351855331,3.84175618796171,0.764328329279573,2.18796276410405,0.0739045122328281,0.0739045122328281,3.7387632377599,4.46827801676161,6.07974474955793,2.64512847797523
"T_BB191",2.50794766140833,7.91239847813256,8.15966087742824,7.94772166067816,2.34878743187248,1.83032601442229,0.188531464603126,0.188531464603126,9.37596940274601,4.75592652344492,29.1821438529416,25.6020550640426
"T_BB192",3.2388663635044,53.846153863706,11.6599190455227,5.50607286359311,1.48309120718241,0.851988561445385,0.262959427140763,0.0525918957277478,7.56205250936033,7.29427445501557,3.11770903446163,5.1243207668606
"T_BB193",9.82456135416667,6.4473684375,32.3684210416667,9.3421053125,0.534075125807507,1.60222541944006,0.0653969456055021,0.0980954184082531,11.5633954710269,13.2027350228892,4.582449092863,10.3691713161086
"T_BB194",3.4749034724427,45.1185879579429,5.51571978336495,7.83232214081617,1.74199443810778,0.2766257193628,0.179432920646892,0.0560727948381161,2.61173711562666,2.71559117171836,23.2824759276934,7.19453658621207
"T_BB195",0.454752201744933,95.6798544906992,1.2733060630668,0.636652980623898,0.0747776013388593,0.0803859217325889,0.0130860809187024,0.00186944013124319,0.429495347289274,0.220050085506085,0.679229873544934,0.456539914340097
"T_BB196",7.21649483265358,43.7500000385188,6.7654639133165,7.66752575199065,1.47043115004756,0.635371479889615,0.0726138873703007,0.127074302898026,7.56538895986643,3.44544220788986,12.6890385917922,8.59515491836693
"T_BB197",2.10879466647386,80.3259045244751,3.21111910292243,0.718907307160923,0.275370366007887,0.156662321583646,0.0129206087618946,0.0331090505781037,1.86586887353905,0.573978477847155,9.37936323445745,1.33800117351414
"T_BB199",10.0584795066073,41.9883041303791,13.5672514880744,4.56140348533415,0.786631247001705,0.269702136716374,0.0224751929719785,0.157326261330166,9.31865297093162,2.85862060538949,5.94596730060278,10.4651857312309
"T_BB200",2.84514920881412,36.893656721011,8.06902984496012,2.00559702309756,2.69006725203353,3.61477788874002,0.428729490249467,0.445542391754714,18.0326299480249,6.18816374133227,7.89347582364343,10.8931807293705
"T_BB201",2.76167748906922,73.3719740465134,8.76235936551749,2.31844532575386,0.358571035397455,0.913440071394816,0.102074961334795,0.0130865282591096,3.08575039640824,1.5281811479209,2.62892006955178,4.15551955009334
"T_BB202",3.53535350309343,61.237373786916,8.96464648423295,3.34595956542771,0.918388647662718,0.832289699769859,0.100448768722224,0.143498231210321,6.63852481905395,6.39049203058189,2.88470895694192,5.00831550638697
"T_BB203",0.0907990105605173,94.2191283245397,0.332929775727546,0.121065382583515,0.117411477189332,0.103179781873881,0.00592987348444422,0.00948779862232626,0.376505539636769,0.0765091470919638,3.63778487059321,0.909269031481686
"T_BB204",1.62673768825525,8.31115057247653,2.04081630481019,2.30700970116694,1.56742611463326,3.17262145784632,7.66087363027007,0.368250685795938,25.8362073261507,34.1040479252905,4.15287475822495,8.85198392079365
"T_BB205",3.75816991969275,5.88235292240484,1.47058825719435,2.1241830027121,3.56210730064222,2.87991233875452,0.518468226564064,0.0608728161874455,29.8731222924317,29.9109227404289,0.612030058836874,19.3472701258632
"T_BB207",1.15305251899443,12.6350285011479,2.86442527743715,0.655419299452712,3.14225260244318,10.8258817409164,1.70462070634043,0.790697563529532,27.7312873249213,16.4378397696504,10.8106542757201,11.2488403367543
"T_BB209",2.9232642931111,72.655298429376,2.07064554971842,2.07064554971842,1.20285564479127,0.228542564601085,0.240571124902225,0.144342683053394,4.7223413622426,4.87305437016752,4.1680284624142,4.7004099538031
"T_BB210",6.732813636501,22.9624379638818,12.0481927650304,6.02409643276323,3.11221148430471,4.33898266555527,0.205834071182861,0.197600720871337,19.7847993925377,16.5902048785268,4.27359381902879,3.72923211234726
"T_BB211",1.42032152003081,87.6853441768561,4.68237867163118,0.312158571422309,0.351017676970034,0.234011780713491,0.00900045310436505,0.0360018124174602,1.17292599197359,1.05974892174447,1.69453430213273,1.34255612100343
"T_BB212",2.98840323358469,34.2105263229753,4.5495094085337,2.5869758846447,2.70878683687282,5.15850078616016,0.557498521617948,0.741145061356041,24.8876846735285,9.85984797579933,5.64549213205541,6.10562923290641
"T_BB213",2.56183742056337,61.4840989252347,2.20848061281356,2.65017671161302,3.61957109466564,0.0822629907316396,0.246788941099512,0.0822629907316396,1.81611347249373,0.691852752389836,18.8871198787476,5.66943413784049
"T_BB214",3.1544092166509,16.3645869726766,2.70128959955482,1.3070756585181,4.07621914095325,2.82163098050657,0.300528751630921,1.78170610483534,39.3706760849101,7.0355583700764,13.5778644471581,7.50845468949205
"T_BB216",7.45428972010955,16.9479605840656,10.3375527750138,5.97749648166575,1.67383021061234,2.54713297816536,0.0291101179409374,0.276545853666754,26.4309457035205,12.0260072557357,3.19046596211992,13.1086623514016
