x,y,cell_type,label,size_x,size_y
179.73685,4.8596492,Fibroblasts,1,464,487
97.190842,5.0839696,Cancer,2,464,487
349.27274,3.8181818,Cancer,3,464,487
355.42105,5.1052632000000004,Fibroblasts,4,464,487
80.36796600000001,6.753246799999999,Cancer,5,464,487
124.39047,5.028571599999999,Cancer,6,464,487
312.21796,7.6474357,Fibroblasts,8,464,487
192.50877,8.894737199999998,Fibroblasts,9,464,487
300.08693999999997,8.739130000000001,Myoepithelial,10,464,487
334.12903,8.967742,Fibroblasts,11,464,487
260.15189,11.594936,Fibroblasts,12,464,487
112.7077,11.83077,Cancer,13,464,487
338.20908,15.390908999999999,Cancer,14,464,487
350.90384,14.471154,Cancer,15,464,487
125.51163000000001,15.348837,Cancer,16,464,487
164.0625,16.046875,Fibroblasts,17,464,487
153.53087,14.950617000000001,Fibroblasts,18,464,487
279.2131,16.971312,Cancer,19,464,487
237.88889,19.166666,Fibroblasts,20,464,487
120.11111000000001,21.444445,Cancer,21,464,487
258.89026,21.060976,Fibroblasts,22,464,487
135.89963999999998,20.473118,Cancer,23,464,487
148.4726,24.828768,Cancer,24,464,487
373.0,24.5,Fibroblasts,25,464,487
406.89774,24.670454,Fibroblasts,26,464,487
242.42592000000002,27.018518,Fibroblasts,27,464,487
414.8046,29.275862,Fibroblasts,28,464,487
336.33333999999996,27.229884999999996,Fibroblasts,29,464,487
450.79999000000004,30.466666999999998,Fibroblasts,30,464,487
156.37646,32.047058,Cancer,31,464,487
290.61703,31.425531,Fibroblasts,32,464,487
229.25807000000003,31.467740999999997,Fibroblasts,33,464,487
84.769234,39.615383,Fibroblasts,34,464,487
234.81395,41.418606,Myoepithelial,35,464,487
222.26086,41.831520000000005,Fibroblasts,36,464,487
263.0,41.5,Fibroblasts,37,464,487
26.972221,42.805557,Fibroblasts,38,464,487
170.78049,43.073170000000005,Fibroblasts,39,464,487
386.54999,42.450001,Fibroblasts,40,464,487
310.5098,44.127453,Cancer,41,464,487
397.33333999999996,44.916668,Fibroblasts,42,464,487
344.44446,48.111111,Fibroblasts,43,464,487
181.10843,49.084339,Fibroblasts,44,464,487
321.47501,47.487499,Cancer,45,464,487
386.0,50.745453000000005,Cancer,46,464,487
233.60294,50.529410999999996,Fibroblasts,47,464,487
211.38461,52.5,Fibroblasts,48,464,487
265.79364,53.23016,Fibroblasts,49,464,487
306.18079,56.00565,Cancer,50,464,487
276.07937999999996,57.579365,Fibroblasts,51,464,487
352.20001,55.353848,Fibroblasts,52,464,487
235.5,56.400002,Fibroblasts,53,464,487
215.08823999999998,59.264706000000004,Macrophages,55,464,487
170.69072,61.20618399999999,Myoepithelial,56,464,487
230.98181,62.078789,Fibroblasts,57,464,487
438.39474,62.644737,Fibroblasts,58,464,487
331.43054,65.361115,Cancer,59,464,487
264.12338,69.597404,Fibroblasts,60,464,487
172.16666999999998,69.333336,Fibroblasts,61,464,487
123.84722,69.395836,Cancer,62,464,487
136.55933000000002,76.57627099999999,Fibroblasts,63,464,487
182.82353,76.117645,Fibroblasts,64,464,487
401.8342,76.222801,Fibroblasts,65,464,487
166.37569,76.96685,Cancer,66,464,487
304.69879,81.891563,Fibroblasts,67,464,487
172.27907,85.32558399999999,Fibroblasts,68,464,487
317.53201,89.418716,Fibroblasts,69,464,487
251.50926,88.212959,Cancer,70,464,487
211.7803,90.333336,Cancer,71,464,487
351.32895,92.697365,Fibroblasts,72,464,487
187.53011999999998,92.36144300000001,Fibroblasts,73,464,487
257.89285,95.25,Cancer,74,464,487
244.75555,97.555557,Cancer,75,464,487
272.42105,97.0,Cancer,77,464,487
445.14957000000004,99.414528,Myoepithelial,78,464,487
163.53333999999998,98.533333,Fibroblasts,79,464,487
422.56757000000005,98.729729,Cancer,80,464,487
431.62375,99.940598,Cancer,81,464,487
330.5,102.0,Fibroblasts,82,464,487
267.28571,103.11905,Cancer,83,464,487
252.88043,103.08695999999999,Cancer,84,464,487
279.39063,106.99479,Cancer,85,464,487
425.66666,106.5,Cancer,87,464,487
432.52942,108.76471000000001,Myoepithelial,88,464,487
356.01093,109.81967,Fibroblasts,89,464,487
188.46153,110.80769,Cancer,90,464,487
146.32001,112.04,Cancer,91,464,487
298.06912,110.94008999999998,Cancer,92,464,487
372.20001,113.73333000000001,Fibroblasts,93,464,487
310.0376,115.54135,Cancer,94,464,487
139.93443,115.45901,Cancer,95,464,487
285.74576,116.50848,Cancer,96,464,487
196.31461000000002,122.0,Cancer,97,464,487
5.48,121.12,Cancer,98,464,487
182.0,120.76471000000001,Endothelial,99,464,487
320.20001,119.8,Cancer,100,464,487
424.98180999999994,122.08485,Myoepithelial,101,464,487
12.454545,121.65908999999999,Cancer,102,464,487
187.51515,122.22726999999999,Myoepithelial,103,464,487
331.12122,122.21212,Fibroblasts,104,464,487
161.0,127.0,Cancer,105,464,487
168.23383,126.71642,Cancer,106,464,487
327.27443999999997,129.51505,Cancer,107,464,487
109.97143,129.07619,Fibroblasts,108,464,487
276.59091,130.47403,Fibroblasts,109,464,487
464.11765,132.41176000000002,Myoepithelial,110,464,487
348.90698,132.74419,Fibroblasts,111,464,487
128.55,132.10001,Cancer,112,464,487
197.33333000000002,134.33333000000002,Cancer,113,464,487
135.09302,135.65117,Fibroblasts,114,464,487
359.19049,135.85715,Fibroblasts,115,464,487
339.125,136.20833000000002,Cancer,116,464,487
120.26666999999999,135.26666,Cancer,117,464,487
142.08333000000002,138.91666999999998,Fibroblasts,118,464,487
107.84891999999999,142.72662,Cancer,119,464,487
147.0,143.2,Myoepithelial,120,464,487
451.99370999999996,145.57861,Fibroblasts,121,464,487
378.90698,144.30813999999998,Fibroblasts,122,464,487
33.0,147.5,Myoepithelial,123,464,487
133.78688,149.62842,Cancer,125,464,487
43.077778,150.94444,Fibroblasts,126,464,487
299.15302,152.5246,Fibroblasts,127,464,487
388.1839,153.39081000000002,Vascular SMA+,128,464,487
397.29999,153.85001,Fibroblasts,130,464,487
257.96695,155.82645,Fibroblasts,132,464,487
95.099998,157.33182,Cancer,133,464,487
324.17545,157.4386,Fibroblasts,134,464,487
334.27777000000003,158.47223,Fibroblasts,136,464,487
396.65713999999997,161.95713999999998,Vascular SMA+,137,464,487
246.28635,162.7489,Fibroblasts,138,464,487
313.97241,162.65517,Fibroblasts,139,464,487
134.7063,163.72728,Cancer,140,464,487
234.49715,166.51428,Fibroblasts,141,464,487
105.99553999999999,169.58035,Cancer,142,464,487
320.59573,179.13475,Fibroblasts,144,464,487
102.36019,181.01422,Cancer,145,464,487
184.3,183.39999,Cancer,147,464,487
200.72916999999998,185.20833000000002,Cancer,148,464,487
191.03252,185.813,Cancer,149,464,487
38.370369000000004,187.90741,Fibroblasts,150,464,487
99.67441600000001,189.27907,Cancer,152,464,487
96.084747,194.79662,Cancer,153,464,487
45.165217999999996,197.75652,Fibroblasts,154,464,487
104.88888999999999,195.66666999999998,Cancer,155,464,487
226.28572000000003,197.71428,Fibroblasts,156,464,487
186.05164,200.01878,Cancer,158,464,487
235.51127999999997,200.05263,Myoepithelial,159,464,487
352.88095,200.04762,Myoepithelial,160,464,487
94.98214,207.16666999999998,Fibroblasts,161,464,487
320.58878,207.07477,Fibroblasts,162,464,487
171.93528999999998,212.90587999999997,Cancer,163,464,487
161.47169,214.18867000000003,Fibroblasts,164,464,487
78.238098,216.55102999999997,Vascular SMA+,165,464,487
125.14063,215.60938,Fibroblasts,166,464,487
190.71756000000002,213.19083999999998,Cancer,167,464,487
19.925926,216.48147999999998,Fibroblasts,168,464,487
133.60345,217.34482999999997,Fibroblasts,169,464,487
155.29166999999998,218.39583,Fibroblasts,171,464,487
227.10345,218.41378999999998,Fibroblasts,172,464,487
436.0,220.25,Cancer,173,464,487
147.20453999999998,221.68182000000002,Fibroblasts,174,464,487
380.0,221.5,Fibroblasts,175,464,487
186.82222,223.02222000000003,Cancer,176,464,487
96.53968,222.20633999999998,Fibroblasts,177,464,487
200.14415,222.35135,Cancer,178,464,487
192.78847,229.71152999999998,Cancer,179,464,487
268.36221,228.09447999999998,Fibroblasts,180,464,487
276.33333999999996,231.5238,Fibroblasts,181,464,487
97.675003,239.15833999999998,Fibroblasts,183,464,487
43.965519,241.26724,Fibroblasts,184,464,487
176.91908,241.40462000000002,Cancer,185,464,487
458.66666,241.66667,Fibroblasts,186,464,487
210.79842000000002,240.49011000000002,Cancer,187,464,487
116.2381,245.61905,Cancer,188,464,487
80.742859,245.77142,Fibroblasts,189,464,487
121.28571000000001,248.14285,Fibroblasts,190,464,487
70.68,247.2,Cancer,191,464,487
310.23077,247.38461,Fibroblasts,192,464,487
98.666664,248.75,Fibroblasts,193,464,487
418.97144,248.54286000000002,Fibroblasts,194,464,487
404.73334,249.68889,Fibroblasts,195,464,487
106.97058999999999,252.63971,Fibroblasts,196,464,487
166.35715,251.63571000000002,Cancer,197,464,487
315.60974,251.7317,Fibroblasts,198,464,487
320.97958,255.63266000000002,Fibroblasts,199,464,487
78.495575,256.26547,Fibroblasts,201,464,487
179.56201000000001,258.6434,Cancer,202,464,487
392.36035,260.4054,Fibroblasts,203,464,487
455.14285,259.28571,Myoepithelial,204,464,487
460.54544000000004,265.63635,Myoepithelial,205,464,487
153.38461,268.7088,Fibroblasts,206,464,487
179.83333000000002,268.66666000000004,Cancer,207,464,487
214.51181,274.40945,Fibroblasts,208,464,487
146.70833000000002,277.54166000000004,Fibroblasts,209,464,487
312.9762,278.37619,Fibroblasts,210,464,487
278.54761,275.59525,Fibroblasts,211,464,487
171.8,280.39999,Myoepithelial,212,464,487
122.07796,279.54916000000003,Cancer,214,464,487
132.60869,285.13043,Fibroblasts,216,464,487
19.096775,289.25806,Fibroblasts,217,464,487
291.55319,291.45746,Fibroblasts,218,464,487
79.3125,293.75,Cancer,219,464,487
129.2347,294.65308,Cancer,220,464,487
226.89999,298.60001,Fibroblasts,222,464,487
81.379311,302.17242000000005,Fibroblasts,223,464,487
130.28735,303.91953,Cancer,224,464,487
51.0,304.57712000000004,Cancer,225,464,487
68.952827,309.29245,Cancer,226,464,487
45.683937,317.82382,Fibroblasts,227,464,487
87.119049,317.45239,Fibroblasts,228,464,487
384.71429,318.42856,Fibroblasts,229,464,487
179.80302,319.43939,Vascular SMA+,230,464,487
79.345322,323.70505,Fibroblasts,231,464,487
306.1282,323.84616,Fibroblasts,232,464,487
