x,y,cell_type,label,size_x,size_y
464.72567999999995,4.035398000000001,Cancer,1,525,453
249.66667,4.222222299999999,Macrophages,2,525,453
501.97745,5.3082705,Cancer,3,525,453
187.39131,7.0869565,Cancer,4,525,453
259.13635,7.4848485,Fibroblasts,5,525,453
133.8,7.4526315,Cancer,6,525,453
452.96875,5.8229165,Cancer,7,525,453
83.856003,7.336,Cancer,8,525,453
147.00833,7.983333099999999,Cancer,9,525,453
476.48148,7.740740799999999,Cancer,10,525,453
115.61798,8.0337076,Cancer,11,525,453
359.27585,9.1034479,Cancer,12,525,453
237.5351,9.8157892,T cells,13,525,453
18.458647,12.736842,Cancer,14,525,453
469.79999000000004,11.9,Cancer,15,525,453
95.707314,11.390244000000001,Cancer,16,525,453
309.4935,11.974026,Fibroblasts,17,525,453
520.1032700000001,14.706522,Cancer,18,525,453
382.33333999999996,15.407407999999998,Cancer,19,525,453
494.60000999999994,12.76,Cancer,20,525,453
33.628929,12.503144,Cancer,21,525,453
366.51065,14.468085,Cancer,22,525,453
483.20455999999996,13.204545000000001,Cancer,23,525,453
264.85715,15.095238,Cancer,24,525,453
391.90741,15.462963,Cancer,25,525,453
458.39655,15.206897,Cancer,26,525,453
66.04255699999999,14.319149,Cancer,27,525,453
373.57446,16.191489999999998,Cancer,28,525,453
400.39063,18.265625,Cancer,29,525,453
285.83333999999996,15.765151999999999,Cancer,30,525,453
506.12964000000005,15.462963,Cancer,31,525,453
106.40191999999999,14.870813,Cancer,32,525,453
129.38373,17.418604000000002,Fibroblasts,33,525,453
137.14285,16.714285,T cells,34,525,453
254.1488,16.833334,Cancer,35,525,453
344.58867999999995,16.973585,Cancer,36,525,453
86.492538,18.701492000000002,Cancer,37,525,453
428.53732,17.402985,Cancer,38,525,453
8.5357141,19.017857,Fibroblasts,39,525,453
24.413044,19.652174,Fibroblasts,40,525,453
315.72222999999997,18.833334,Fibroblasts,41,525,453
418.16455,18.911392000000003,Fibroblasts,42,525,453
449.30304,18.757576,Cancer,43,525,453
59.973682,21.06579,Cancer,44,525,453
160.80952,19.238094,Fibroblasts,45,525,453
75.588959,20.331289,Cancer,46,525,453
241.15741,22.324074,Cancer,47,525,453
461.63635,20.363636,Cancer,48,525,453
171.24001,15.951111,Cancer,49,525,453
513.38098,22.190475,Cancer,50,525,453
115.75,22.674999,Cancer,51,525,453
147.07895,20.960526,Cancer,52,525,453
375.89583999999996,24.125,Cancer,53,525,453
393.39999,23.5,Cancer,54,525,453
457.0,24.52,Cancer,55,525,453
478.83673,23.193878,Cancer,56,525,453
93.852463,23.0,Cancer,57,525,453
491.93784000000005,23.367876000000003,Cancer,58,525,453
437.0097,24.504854,Cancer,59,525,453
468.45205999999996,24.417809,Cancer,60,525,453
506.86179000000004,27.162601000000002,Cancer,61,525,453
295.88696,23.904348000000002,Cancer,62,525,453
230.53609,25.793814,Cancer,63,525,453
285.14853,27.950495,Cancer,64,525,453
386.82144,26.982143,Cancer,65,525,453
168.2,27.733334000000003,Fibroblasts,66,525,453
103.98113000000001,27.358490000000003,Cancer,67,525,453
96.70967900000001,31.193548,Cancer,68,525,453
126.58896000000001,28.533742999999998,Cancer,69,525,453
253.83552999999998,29.407894,Cancer,70,525,453
273.18622,27.772413,Cancer,71,525,453
449.0,29.057470000000002,Cancer,72,525,453
48.326923,29.615384999999996,Fibroblasts,73,525,453
27.163265000000003,31.367348,Cancer,74,525,453
57.8125,31.770834000000004,Fibroblasts,75,525,453
37.572582000000004,32.274193,Fibroblasts,76,525,453
329.10257,28.153847,Cancer,77,525,453
340.46317,33.603508000000005,Cancer,78,525,453
412.13707999999997,30.516129,Cancer,79,525,453
359.56604,33.132076,Fibroblasts,80,525,453
16.671642000000002,31.604477000000003,Cancer,81,525,453
171.52174,33.608696,Fibroblasts,82,525,453
399.03174,33.095238,Cancer,83,525,453
7.214285899999999,32.17857,Fibroblasts,84,525,453
90.021736,33.565216,Cancer,85,525,453
208.32654,33.265305,Fibroblasts,86,525,453
218.73627000000002,31.758242,Cancer,87,525,453
387.31482,33.796295,Cancer,89,525,453
116.52941000000001,35.431374,Cancer,90,525,453
228.95062000000001,35.555557,Cancer,91,525,453
323.54761,33.297619,Cancer,92,525,453
66.097565,34.414635,Cancer,93,525,453
74.67778,34.444443,Cancer,94,525,453
240.62686000000002,35.343284999999995,Fibroblasts,95,525,453
295.29825,36.508774,Cancer,96,525,453
196.69492,36.203388000000004,Cancer,97,525,453
281.78049,37.268291,Cancer,98,525,453
493.67690999999996,36.215385,Cancer,99,525,453
382.76923,38.23077,Cancer,101,525,453
450.82858,38.271427,Fibroblasts,102,525,453
506.17499000000004,37.650002,Cancer,103,525,453
7.2978725,39.765957,Fibroblasts,104,525,453
163.37419,40.864517,T cells,105,525,453
419.375,41.389998999999996,Fibroblasts,106,525,453
123.52381000000001,40.349205,Cancer,107,525,453
320.55554,40.777778999999995,Cancer,108,525,453
432.76471,39.911766,Fibroblasts,109,525,453
441.95834,41.104168,Macrophages,110,525,453
144.63313,39.757397,Cancer,111,525,453
42.333332,42.277778999999995,Cancer,112,525,453
266.61261,40.639641,Cancer,113,525,453
210.1978,42.197803,Cancer,114,525,453
469.03225999999995,43.354839,Fibroblasts,115,525,453
511.87704,43.795082,Cancer,116,525,453
53.851852,42.874072999999996,Cancer,117,525,453
