x,y,cell_type,label,size_x,size_y
94.714287,4.5714288,Fibroblasts,1,392,342
353.0845,6.422535400000001,Fibroblasts,2,392,342
341.65442,10.794118,Endothelial,3,392,342
367.7742,10.737903999999999,Fibroblasts,4,392,342
301.83333999999996,10.653846000000001,Fibroblasts,5,392,342
104.69697,14.151515,T cells,6,392,342
279.73528999999996,15.294118,Fibroblasts,7,392,342
351.93506,16.519479999999998,Fibroblasts,8,392,342
207.46703,16.368132,Fibroblasts,9,392,342
118.18883999999998,13.274678,Fibroblasts,10,392,342
199.74001,22.379998999999998,Fibroblasts,11,392,342
293.37949,23.184616000000002,Fibroblasts,12,392,342
109.20588000000001,24.279411,Fibroblasts,13,392,342
130.91026000000002,25.064102,B cells,14,392,342
353.26581,24.329113,Fibroblasts,15,392,342
119.53278,29.254099,Fibroblasts,16,392,342
342.72415,32.977013,Fibroblasts,17,392,342
195.32468,33.532467,Fibroblasts,18,392,342
94.714287,41.0,Fibroblasts,19,392,342
21.75,49.25,Fibroblasts,20,392,342
341.25641,50.956043,Fibroblasts,21,392,342
372.13083,51.299065,Fibroblasts,22,392,342
385.85184,55.683128,Fibroblasts,23,392,342
268.91324,75.484016,Fibroblasts,24,392,342
280.86987,75.835617,Fibroblasts,25,392,342
69.888885,78.666664,Cancer,26,392,342
288.99258,82.837036,Fibroblasts,27,392,342
133.87267,86.85092900000001,Fibroblasts,28,392,342
30.006062,102.48485,Fibroblasts,29,392,342
38.246834,112.67088000000001,Fibroblasts,30,392,342
251.71648,116.44827,Cancer,31,392,342
36.285713,125.02721000000001,Fibroblasts,32,392,342
272.32669,124.53785,Fibroblasts,33,392,342
252.99219,130.23438000000002,Fibroblasts,34,392,342
174.86238,131.05504,Fibroblasts,35,392,342
368.1579,137.77632,Fibroblasts,36,392,342
178.66666999999998,139.30302,Fibroblasts,37,392,342
378.47125,144.8046,Fibroblasts,38,392,342
382.5,151.6875,Cancer,39,392,342
304.13986,151.0979,Fibroblasts,40,392,342
382.92105,160.9342,Fibroblasts,41,392,342
392.26126,160.36937,Fibroblasts,42,392,342
110.66543,165.97769,Fibroblasts,43,392,342
38.13158,166.5658,Fibroblasts,44,392,342
230.87962000000002,166.9537,Fibroblasts,45,392,342
27.873134999999998,167.52985,Cancer,46,392,342
70.981949,172.16606000000002,Fibroblasts,47,392,342
55.537548,174.0672,Fibroblasts,48,392,342
218.60001,172.8,Fibroblasts,49,392,342
240.60262000000003,174.99563999999998,Fibroblasts,50,392,342
113.59091000000001,176.54546000000002,Cancer,51,392,342
371.84091,183.25,Cancer,52,392,342
146.60001,206.10001,T cells,53,392,342
353.0,207.0,T cells,54,392,342
122.35484,212.01612999999998,Fibroblasts,55,392,342
310.98795,212.12048,Fibroblasts,56,392,342
108.13143000000001,212.37142999999998,Fibroblasts,57,392,342
199.14871000000002,212.78462000000002,Fibroblasts,58,392,342
27.923077000000003,225.46152999999998,Fibroblasts,59,392,342
390.57523,228.11505,Fibroblasts,60,392,342
58.906040000000004,231.89262000000002,Vascular SMA+,61,392,342
211.91304,232.11957,Fibroblasts,62,392,342
81.589958,235.18828,Cancer,63,392,342
328.74242999999996,233.36362999999997,Fibroblasts,64,392,342
94.871658,231.08022000000003,Cancer,65,392,342
303.61539,234.17949,Fibroblasts,66,392,342
71.730339,234.92134,Cancer,67,392,342
100.6125,238.7375,Cancer,68,392,342
254.45882000000003,238.41176000000002,Fibroblasts,69,392,342
117.02174,237.15942,Myoepithelial,70,392,342
244.16667,237.63889,Cancer,71,392,342
237.39345,240.57377999999997,Fibroblasts,72,392,342
288.28873,239.5493,Endothelial,73,392,342
107.17778,243.25555,Cancer,74,392,342
66.432098,243.0,Cancer,75,392,342
300.97702000000004,243.11494,Fibroblasts,76,392,342
116.7971,248.69565,Cancer,77,392,342
59.853657,249.34756000000002,Cancer,78,392,342
124.78723000000001,249.93617000000003,Cancer,79,392,342
294.74602999999996,250.95237999999998,Fibroblasts,80,392,342
49.288288,250.57657999999998,Myoepithelial,81,392,342
38.065216,252.65218,Fibroblasts,82,392,342
130.81746,254.53175,Cancer,83,392,342
139.92857,257.29999,Fibroblasts,84,392,342
321.45963,259.74532999999997,Fibroblasts,85,392,342
337.84375,260.09375,Fibroblasts,86,392,342
40.337348999999996,260.56625,Myoepithelial,87,392,342
147.37209,263.69766,Fibroblasts,88,392,342
52.487015,264.66232,Cancer,89,392,342
135.43182,266.17044,Cancer,90,392,342
357.90164,264.49179,T cells,91,392,342
177.73978,270.68402000000003,Fibroblasts,92,392,342
48.271187,274.40677,Cancer,93,392,342
130.01334,274.21335,Cancer,94,392,342
152.27826000000002,275.71304,Fibroblasts,95,392,342
37.294117,273.1059,Myoepithelial,96,392,342
144.81482,274.03705,Myoepithelial,97,392,342
30.283333000000002,275.71667,Fibroblasts,98,392,342
139.13889,275.97222999999997,Myoepithelial,99,392,342
45.80682,282.54544,Cancer,100,392,342
139.47906,285.92093,Cancer,101,392,342
207.78915,285.34337999999997,Fibroblasts,102,392,342
226.38571000000002,285.87143,Fibroblasts,103,392,342
242.3707,288.46552,Fibroblasts,104,392,342
46.061539,289.06152000000003,Cancer,105,392,342
218.75,289.32144,Endothelial,106,392,342
316.16101000000003,289.19492,Fibroblasts,107,392,342
30.655628000000004,293.69537,Fibroblasts,108,392,342
285.23657000000003,293.34409,Fibroblasts,109,392,342
341.52475,292.27722,Fibroblasts,110,392,342
267.3143,294.1619,Fibroblasts,111,392,342
213.14893999999998,296.29787999999996,Endothelial,112,392,342
328.24242999999996,294.44696,Fibroblasts,113,392,342
142.3,295.35001,Cancer,114,392,342
130.32608000000002,295.46738,Cancer,115,392,342
300.68847999999997,295.80383,Endothelial,116,392,342
275.75247,298.37625,Fibroblasts,117,392,342
42.1203,299.14285,Myoepithelial,118,392,342
233.12582,298.72848999999997,Fibroblasts,119,392,342
348.27338,299.82732999999996,Fibroblasts,120,392,342
149.325,300.29999,Fibroblasts,121,392,342
244.63157999999999,300.76315,Fibroblasts,122,392,342
55.248118999999996,300.6391,Cancer,123,392,342
221.34482999999997,300.96552,Fibroblasts,124,392,342
318.53247000000005,300.94806,T cells,125,392,342
361.56165,303.73972000000003,Fibroblasts,126,392,342
137.75423999999998,305.26273,Cancer,127,392,342
123.35555,305.71112,Cancer,128,392,342
314.0,306.89063,Fibroblasts,129,392,342
374.47437,306.1218,Fibroblasts,130,392,342
293.92453,307.77359,T cells,131,392,342
45.829788,309.51065,Myoepithelial,132,392,342
223.86171000000002,310.1915,Fibroblasts,133,392,342
303.19446,310.27777000000003,Vascular SMA+,134,392,342
351.7258,309.93549,Fibroblasts,135,392,342
133.62366,312.66666000000004,Cancer,136,392,342
285.06494,309.87012000000004,Fibroblasts,137,392,342
54.756756,310.2973,Cancer,138,392,342
270.9277,310.60242,Fibroblasts,139,392,342
327.96078,314.38235,Cancer,140,392,342
316.91452000000004,316.58121,Cancer,141,392,342
338.33822999999995,314.90442,Cancer,142,392,342
371.68182,315.18182,T cells,143,392,342
305.29413,318.41177000000005,Cancer,144,392,342
66.933334,314.36667,Cancer,145,392,342
349.5,320.08929,Cancer,146,392,342
56.940399,319.56293,Cancer,147,392,342
280.13846,320.09232000000003,Cancer,148,392,342
294.06451,318.79031000000003,Cancer,149,392,342
122.85713999999999,318.2449,Cancer,150,392,342
264.51852,319.10184,Cancer,151,392,342
130.39215,324.67322,Fibroblasts,152,392,342
75.028572,319.14285,Cancer,153,392,342
359.28125,318.5,Cancer,154,392,342
375.48236,321.77646,Fibroblasts,155,392,342
40.840183,321.758,T cells,156,392,342
254.09901000000002,321.03961,Cancer,157,392,342
362.45977999999997,325.14941,Cancer,158,392,342
224.5,322.68054,Vascular SMA+,159,392,342
114.05738000000001,320.25408999999996,Cancer,160,392,342
242.36923,323.73846000000003,Cancer,161,392,342
67.632187,327.71265,Myoepithelial,162,392,342
184.08989,325.07302999999996,Fibroblasts,163,392,342
119.68421000000001,329.89474,Fibroblasts,164,392,342
77.863014,330.28766,Cancer,165,392,342
213.76237000000003,328.57425,Fibroblasts,166,392,342
100.42042,331.06305,Cancer,167,392,342
87.400002,329.67999,Cancer,168,392,342
230.15569,332.62875,Cancer,169,392,342
219.98276,339.13794,Cancer,170,392,342
117.39844,338.39844,Fibroblasts,171,392,342
205.23077,335.5,Fibroblasts,172,392,342
376.21381,335.40689,Cancer,173,392,342
153.89131,339.10434,Fibroblasts,174,392,342
211.08511000000001,342.56383999999997,Cancer,175,392,342
