x,y,cell_type,label,size_x,size_y
219.0,45.36842,Cancer,152,472,526
325.25,45.950001,Cancer,155,472,526
231.31707999999998,45.195122,Cancer,158,472,526
291.96924,46.169230999999996,Cancer,159,472,526
212.08109,47.702702,Cancer,161,472,526
237.2,45.799999,Cancer,162,472,526
317.02274,47.363636,Cancer,163,472,526
264.01257000000004,47.421383,Cancer,164,472,526
243.10527000000002,48.026317999999996,Cancer,169,472,526
302.0,50.708332,Cancer,170,472,526
222.02499,51.700001,Cancer,173,472,526
250.2375,48.950001,Cancer,176,472,526
334.48114,50.481133,Cancer,180,472,526
277.80884,50.676472,Cancer,183,472,526
310.89999,51.849998,Fibroblasts,184,472,526
195.89999,53.25,Fibroblasts,187,472,526
236.90475,52.761906,Cancer,188,472,526
324.87097,52.774193000000004,Cancer,189,472,526
229.68889,54.91111,Cancer,190,472,526
348.18262000000004,54.486957999999994,Cancer,194,472,526
285.11111,54.537037,Cancer,198,472,526
315.47827,56.847828,Fibroblasts,201,472,526
176.57692,58.0,Cancer,203,472,526
293.82608,56.304348,Cancer,204,472,526
204.90909,57.714287,Fibroblasts,205,472,526
241.39622000000003,58.943397999999995,Cancer,206,472,526
368.61365,56.772728,Cancer,207,472,526
217.52727000000002,58.181819999999995,Cancer,209,472,526
325.35001,58.400002,Cancer,210,472,526
260.92537999999996,58.738808,Cancer,213,472,526
302.69843,61.301586,Cancer,214,472,526
188.59184,60.367348,T cells,222,472,526
368.32858,64.757141,Cancer,225,472,526
168.49091,61.381817000000005,Myoepithelial,226,472,526
338.12122,62.43434499999999,Cancer,227,472,526
384.21622,62.054054,Cancer,228,472,526
229.97501,62.275002,Cancer,230,472,526
277.9173,63.36841999999999,Cancer,233,472,526
317.34091,64.86364,Macrophages,234,472,526
249.42857,63.158730000000006,Cancer,235,472,526
152.61539,67.230766,Cancer,237,472,526
172.80392,67.549019,Fibroblasts,238,472,526
191.96428,67.178574,Macrophages,239,472,526
262.5,68.0625,Cancer,242,472,526
254.88571000000002,71.35714,Cancer,245,472,526
294.43637,71.372726,Fibroblasts,246,472,526
158.18976999999998,67.671532,Cancer,249,472,526
243.5641,69.282051,Cancer,250,472,526
268.79708999999997,69.898552,Cancer,251,472,526
394.12601,70.707314,Cancer,254,472,526
219.74001,72.040001,Fibroblasts,257,472,526
231.44376,72.543747,Cancer,258,472,526
308.16379,72.465515,Fibroblasts,260,472,526
325.39999,73.13333100000001,Cancer,262,472,526
331.0,74.481483,Fibroblasts,269,472,526
366.0,75.0,Fibroblasts,271,472,526
244.08333,76.625,Cancer,272,472,526
353.70833999999996,76.166664,Fibroblasts,273,472,526
337.29507,76.803276,Macrophages,274,472,526
285.93976000000004,76.90361800000001,Cancer,275,472,526
145.60001,77.68,Cancer,280,472,526
205.02866,77.03184499999999,Cancer,281,472,526
385.13113,79.50819399999999,Cancer,283,472,526
278.5,80.25,Cancer,287,472,526
313.29999,82.433334,Macrophages,289,472,526
